Diamond Faerie,CSP,"“O fato de criaturas tão delicadas poderem se tornar tão poderosas com a chegada do inverno é prova ainda maior de que estou certo.”
—Heidar, mestre Vento-Gélido"
Mystic Melting,CSP,"O brilho ardente irradiava-se dos druidas, lançando fragmentos metálicos pelas poças fumegantes em seu caminho."
Phyrexian Snowcrusher,CSP,"Seu arado não era feito para a neve, mas para esculpir um caminho através dos exércitos estridentes."
Icefall,CSP,"Quando o Degelo atingiu Terisiare, montanhas inteiras derramaram suas peles de gelo, esmagando lares e esperanças sem distinção."
Ohran Yeti,CSP,"Quando um monte de neve lhe mostra seus olhos, já é tarde demais."
Martyr of Spores,CSP,“Não chores por mim. Eu me elevarei com o renascer da primavera.”
"Heidar, Rimewind Master",CSP,"“A mancha carmim do Degelo será branqueada. Mais uma vez o mundo será afiado, branco, perfeito!”"
Kjeldoran War Cry,CSP,"O respiro do Rei Darien cristalizou-se e desfaleceu no campo de batalha congelado, mas seu comando foi executado por todos os soldados de Novo Argivo."
Bull Aurochs,CSP,A manada de auroques contenta-se em pastar — até que o touro acenda a centelha da discórdia para atacar.
Luminesce,CSP,"“O Escudo Branco não é o metal polido que você amarra ao antebraço, mas a convicção que arde em seu peito.”
—Lucilde Fiksdotter, líder da Ordem do Escudo Branco"
Zombie Musher,CSP,"A Mágica Universal descongelou suas tumbas gélidas, prometendo finalmente um descanso em terra macia e serena. Mas Heidar os chamou ao serviço para uma causa vil."
Sound the Call,CSP,"“Se invocar os lobos, ofereça-lhes uma caça decente, ou a presa será você.”
—Taaveti de Kelsinko, caçador élfico"
Arctic Flats,CSP,"“Um reino outrora verde, agora dominado pelo Gelo,
Onde tanto a carne quanto a terra pagam o preço.
Os tanto amados, para sempre perdidos . . .”
#—A Dinastia dos Reis do Inverno#"
Phyrexian Soulgorger,CSP,As mentes phyrexianas que o construíram não sobreviveram ao seu despertar.
Zur the Enchanter,CSP,"Zur permaneceu afastado do sofrimento de Terisiare, dedicando-se apenas a sua própria perfeição."
Martyr of Frost,CSP,"“Não chame os balduvianos de bárbaros. A mágica deles é tão potente quanto primitiva.”
—Zur, o Encantador"
Cryoclasm,CSP,O povo de Terisiare veio para viver em campos congelados como se fosse terra firme. Nada os lembrava da diferença mais claramente que as rachaduras causadas pelo Degelo.
Martyr of Ashes,CSP,Ela transforma cinzas em chamas e incinera seus inimigos.
Juniper Order Ranger,CSP,"Para proteger a aliança entre Kjeldor e Yavimaya, eles foram treinados nos métodos de ambos."
Thermopod,CSP,"Escorregando pelo gelo com seus pés aquecidos, o Termópode desliza com grande velocidade para alcançar sua presa."
Drelnoch,CSP,Os desertos vazios de Adarkar fazem a mente vagar — e os pensamentos perdidos são rapidamente capturados e devorados.
Balduvian Frostwaker,CSP,"“Seja congelada ou fértil, a terra é nossa aliada. Ela aguarda o chamado para a batalha.”"
Ronom Serpent,CSP,"Com a propagação do inverno enfeitiçado dos Vento-Gélido, os habitantes das neves reivindicaram sua posição no topo da cadeia alimentar."
Karplusan Wolverine,CSP,"“Eles não são fáceis de treinar. Mas felizmente, já sabem como matar.”
—Lovisa Coldeyes, líder balduviano"
Simian Brawler,CSP,"“É estranho ver macacos derrubando árvores para fazer armas e defender suas florestas.”
—Taaveti de Kelsinko, caçador élfico"
Goblin Furrier,CSP,"Escalando a pulverulenta ladeira, o goblin deparou-se com uma coisinha peluda. Eles se entreolharam: o goblin e seu novo protetor de ouvidos."
Vanish into Memory,CSP,"Longe dos olhos, dentro da mente."
Kjeldoran Outrider,CSP,“Eu ouço as pessoas. Ele fareja o vento. E nós dois sentimos algo grande se aproximando. Algo muito grande.”
Boreal Shelf,CSP,"“Quem deterá a mão do Tirano,
Enquanto o gelo e a desgraça dominam nosso plano?
Os impotentes sentem o frígido poder do soberano.”
#—A Dinastia dos Reis do Inverno#"
Chill to the Bone,CSP,"“Pele grossa e armadura blindada não servirão quando eu congelá-lo de dentro para fora.”
—Heidar, mestre dos Vento-Gélido"
Wilderness Elemental,CSP,"“Não tenha pressa em reivindicar as terras derretidas. Elas podem ter tomado gosto pela liberdade.”
—Taaveti de Kelsinko, caçador élfico"
Boreal Druid,CSP,"Algumas criaturas estão condenadas ao frio pela mágica dos Vento-Gélido. Outras anseiam por ele, adaptadas por dois mil anos de Gelo. Boreal, onde a frígida influência de Heidar é mais forte, é o lar de ambas."
Gutless Ghoul,CSP,"“Cuide para que aquelas aberrações se alimentem apenas dos pestilentos. O sangue dos saudáveis é somente para mim.”
—Garza Zol, rainha da praga"
Tresserhorn Skyknight,CSP,Os kjeldoranos que fugiram da batalha foram exilados nos agrestes da desonra. Aqueles que perambulavam pelos arredores de Tresserhorn foram aproveitados no exército de Haakon.
Adarkar Valkyrie,CSP,"Ela não acompanha os mortos à vida após a morte, mas os levanta para que lutem e morram novamente."
Frostweb Spider,CSP,"Suas teias cintilam, imitando o gelo nos galhos das árvores."
Into the North,CSP,"“Nossas terras fronteiriças estão sendo devastadas pelo poder do segundo inverno de Heidar. Vá e recupere-as por Yavimaya.”
—Kaysa, druida ancião da Ordem do Zimbro"
Boreal Centaur,CSP,"Aqueles que usavam as renas como animal de carga sabiam como evitar os centauros, que se enfureciam com a escravidão de seus irmãos espirituais."
Kjeldoran Gargoyle,CSP,As gárgulas foram removidas das muralhas das cidades alagadas de Kjeldoran e trazidas para a superfície para proteger os postos avançados de Novo Argivo.
Greater Stone Spirit,CSP,"Após traçar sua rota para escalar aquele lado problemático, os dois alpinistas tiveram de enfrentar a decisão da montanha de se levantar."
Frost Marsh,CSP,"“Agora aprisionado no frio pungente do inverno,
Nosso povo grita, suas vozes choram com o gélido inferno—
Seus desejos estraçalhados pelo frio eterno.”
#—A Dinastia dos Reis do Inverno#"
Karplusan Strider,CSP,A andadura longa e galopante do andarilho é uma adaptação que o permite mover-se rapidamente na neve profunda.
Rimewind Cryomancer,CSP,"“O Degelo trouxe inundação, doenças e morte. Faremos tudo ao nosso alcance para trazer a paz frígida de volta ao nosso mundo.”"
White Shield Crusader,CSP,“Respeite seu cavalo e ele o levará a grandes façanhas — e o trará de volta para casa para contar a história.”
Rite of Flame,CSP,"Nas profundezas do gelo, sob terra e rocha, o fogo de Dominaria ainda ardia."
Flashfreeze,CSP,"“Natureza? Fogo? Bah! Ambos são caóticos e difíceis de controlar. O gelo tem estrutura, é leve como uma pena e sólido como uma geleira. No gelo há força!”
—Heidar, mestre Vento-Gélido"
Goblin Rimerunner,CSP,Os Patim-Gélido criam avalanches para imobilizar os inimigos — e também para criar rampas mais desafiadoras.
Lightning Serpent,CSP,"O gelo explodiu vaporizando-se no seu despertar, sibilando como mil serpentes saudando seu mestre flamejante."
Disciple of Tevesh Szat,CSP,"“Você reza para Freyalise, mas ela não pode ouvir suas preces. Será Tevesh Szat a reivindicar sua alma.”"
Krovikan Scoundrel,CSP,"Os poucos humanos sobreviventes de Krov teriam apreciado o retorno do inverno e seu frio esterilizador. Eles costumavam olhar para o norte, na esperança de que a neve atingisse sua infestada cidade-tumba."
Frozen Solid,CSP,"“Guarda, traga-me um martelo.”
—Heidar, mestre Vento-Gélido"
Orcish Bloodpainter,CSP,Sangue chama sangue.
Ronom Unicorn,CSP,A mágica aberrante dos Vento-Gélido reuniu os unicórnios dispersos nos agrestes ao norte para combater mais uma vez.
Perilous Research,CSP,"Com a queda da Escola do Ilusionismo, foram tantos os tesouros mágicos abandonados que nem mesmo a morte alastrante poderia deter a corrente de ladrões e estudiosos desesperados."
Rimewind Taskmage,CSP,"“Encontrar consolo no sol? Que queima, cega e traz à luz os segredos? Não, o consolo é encontrado embaixo de um cobertor de gelo.”"
Steam Spitter,CSP,Seu ventre produz um fluido férvido que pode ser expelido como uma arma ou congelado para criar uma teia de defesa.
Boreal Griffin,CSP,"“Muito mais que neve cai dos céus de Boreal.”
—Arkin Egilsson, capitão de aviação"
Rune Snag,CSP,"“A concentração é fundamental. Sem ela, um mago não conjura nada além de uma intensa dor de cabeça.”
—Zur, o Encantador"
Balduvian Rage,CSP,"“Que a batida de seu coração seja o trovão no vale. Que suas espadas sejam o relâmpago nos cumes.”
—Lothar Lovisason, líder balduviano"
Stromgald Crusader,CSP,"“Os Escudo-Branco pensam que seu código justifica suas ações. Na verdade, ele apenas ata suas mãos.”"
Swift Maneuver,CSP,O chamado de Darien por Yavimaya teria sido sucumbido pela neve se não fosse pela agilidade do aesthir.
Rime Transfusion,CSP,"Os infelizes que sofreram essa transformação tinham fome não de carne, mas de calor."
Chilling Shade,CSP,"Os necromantes Vento-Gélido encurralaram os viajantes com nevascas místicas, e então capturaram seus espíritos na névoa de seus últimos suspiros congelados."
Highland Weald,CSP,"“Nossa nobre terra, pelo Gelo escravizada,
Será nosso destino congelar eternamente na geada?
Se isso for verdade, que triste cilada.”
#—A Dinastia dos Reis do Inverno#"
"Sek'Kuar, Deathkeeper",CSP,"Uma lenda karplusana menciona um orc tão cruel que queimou os próprios seguidores — e ainda assim, esses se ergueram de suas piras para servi-lo."
Tamanoa,CSP,"Quando Freyalise conjurou a Mágica Universal, o tamanoa surgiu trazendo um novo alvorecer a Terisiare."
Martyr of Sands,CSP,"“Apenas em nossa vulnerabilidade há poder real, e esse poder é a própria vida.”"
Panglacial Wurm,CSP,"“Pise devagar e poderemos usá-lo como ponte.”
—Halfheart, estrategista goblin"
Field Marshal,CSP,Os Cavaleiros de Stromgald golpearam o Poleiro de Darien de dois lados. Eles teriam tomado Kjeldor em um ataque em pinça se não fosse pelos estrategistas de Darien.
Ohran Viper,CSP,A víbora de Ohran não tem sangue frio. Em suas veias corre o mesmo veneno antigélido usado para matar suas presas.
Adarkar Windform,CSP,Terisiare tem apenas dois tipos de clima: frio e estranho.
Squall Drifter,CSP,"“Os batedores afirmam que o frio tem malícia, e uma mente. Estou começando a acreditar. Torrentes inatravessáveis parecem surgir em nosso caminho a cada momento.”
—Aevar Borg, guia do norte, diário"
Sun's Bounty,CSP,"“Heidar forçou o sol a se esconder, mas ele não se esqueceu de nós.”"
Krovikan Mist,CSP,"Os sonhos induzidos pela peste tornaram-se reais conforme rodopiavam sobre Krov, misturando-se ao resíduo mágico da Mágica Universal."
"Darien, King of Kjeldor",CSP,"“Com seu sonho de unificação realizado, Darien tornou-se o último rei de Kjeldor. Seus sucessores foram conhecidos como os reis do Novo Argivo.”
#—Kjeldor: Civilização do Gelo#"
Brooding Saurian,CSP,"“Fiquei preso na toca do lagarto por vários dias. Ele me considerava um de seus filhotes e não me deixava ir embora.”
—Aevar Borg, guia do norte, diário"
Deepfire Elemental,CSP,"“Existem lugares muitos profundos neste mundo que já queimaram por muito tempo com pouca consideração pelo branqueamento da fina pele da terra.”
—Sek’Kuar, carcereiro da morte"
Skred,CSP,"“A essa proximidade do Forte Vento-Gélido, nenhuma avalanche é obra da natureza.”
—Ukoten, líder centauro"
Mishra's Bauble,CSP,"“Arcum é um tolo tagarela! A tecnologia phyrexiana é a nossa maior bênção. Veja esse charmoso berloque, por exemplo . . .”
—Heidar, mestre Vento-Gélido"
Braid of Fire,CSP,"“Para uma mente treinada, o frio é apenas uma distração momentânea.”"
Arcum Dagsson,CSP,“A ardileza dividiu o mundo. Que nunca mais cause tamanha desgraça.”
Edge of Autumn,FUT,“Durante a colheita são plantadas as sementes do próximo ano.”
Grave Peril,FUT,"“Às vezes, a cova não espera até a morte para começar a se deliciar de carne e ossos.”
 — Ezrith, druida das Horas Sombrias"
Phosphorescent Feast,FUT,"“A Rainha Cogumelo entre seus esporos deixa-se estar,
Aproveita a vida e evita trabalhar.”
 — Poema das fadas Ibblianas"
Lymph Sliver,FUT,Sua pele permanece em um estado fluido e líquido que mantém seu corpo revestido com uma poderosa linfa restauradora.
Cutthroat il-Dal,FUT,"Suas lâminas atravessaram a sombra do nobre. Ele zombou, mas caiu morto no chão."
Whip-Spine Drake,FUT,"“Eu juro que acredito que as nuvens foram criadas apenas para que dragonetes pudessem nelas ficar à espreita.”
 — Kasharri, cavaleiro da noite"
Lumithread Field,FUT,"Após conquistar o Bastião dos Sóis, os Ota se apoderaram de sua luz."
Frenzy Sliver,FUT,Os feiticeiros Arturanos se apoderaram do estranho fóssil alienígena e modelaram suas próprias criações malignas à sua imagem.
Scout's Warning,FUT,“Não há tática que eu goste mais do que emboscar os que tentam me emboscar.”
River of Tears,FUT,"“O povo do oeste chorou, e seu pranto abriu grandes rios na face do mundo.”
 — Glem, bardo solitário, “Origens de Kholon”"
Blight Sickle,SHM,Suas cicatrizes cortam mais fundo que sua lâmina.
Air Elemental,10E,"“O vento oeste, um intruso nos domínios do tempo ocidental, é um tirano impassível segurando um afiado punhal oculto às costas para um golpe traiçoeiro.”
— Joseph Conrad, #Espelho do Mar#"
Angel of Mercy,10E,Cada lágrima derramada é uma gota de imortalidade.
Angel's Feather,10E,"Se for arrancada, corta a mão de quem a roubou. Se for concedida, cura a mão de quem a segurou."
Snapping Drake,10E,"Os dragonetes ariscos são solitários. Até mesmo as fêmeas, quando estão chocando, mal conseguem conter o impulso de devorar seus filhotes."
Aven Windreader,10E,“A menor ondulação na superfície conta uma história com dez braças de profundidade.”
Ballista Squad,10E,O antídoto perfeito contra as formações muito cerradas.
Crucible of Worlds,10E,Em meio às cinzas mais escuras crescem as sementes mais fortes.
Dusk Imp,10E,Os diabretes são inteligentes o quanto basta para saber o que é crueldade.
Bog Wraith,10E,"Sabendo que o Pântano de Takenuma é perigoso, Hisata enviou guardas para avisá-lo sobre predadores. Ele nunca imaginou que seu assassino passaria por eles desimpedido."
Boomerang,10E,Os antigos caçadores de Jamuraa criaram uma arma que retornaria ao ponto de partida. Os etermantes tolarianos desenvolveram uma mágica que omitia totalmente a arma.
Bottle Gnomes,10E,Reforços... ou refrescos?
Coat of Arms,10E,"“Um, dois, três, quatro,
Não sei mais contar... que chato.”"
Consume Spirit,10E,"“O seu sangue, a sua medula, o seu espírito — são todos meus.”
— Mayvar, assecla de Geth"
Sunken Hope,10E,"“Eu não me preocupo com as esperanças de meus inimigos. As esperanças seguem as marés. Elas logo vão recuar.”
— Embaixador Laquatus"
Kavu Climber,10E,"“Houve um estalido de galhos, um farfalhar de folhas e depois um rugido terrível. Nosso grupo não tinha chance conforme a morte descia.”
— Taseen, bardo elfo"
Creeping Mold,10E,"O bolor espalhou-se pelas paredes e penetrou cada fenda, até que a reluzente pedra branca deformou-se e explodiu."
Cruel Edict,10E,"“Escolha bem suas próximas palavras. Serão suas últimas.”
— Phage, a Intocável"
Demolish,10E,"“Para o aço amoldar malhamos, malhamos.
Se não funcionar? Estraçalhamos.”
— Canção dos anões na forjaria"
Demon's Horn,10E,Sua curvatura imita as viravoltas da vida e da morte.
Demystify,10E,"“A ilusão é o arrimo dos que desconhecem a realidade.”
— Cho-Manno"
Diabolic Tutor,10E,As melhores idéias costumam vir das piores mentes.
Dragon's Claw,10E,"Embora não esteja mais ligada à mão, ainda mantém seu adversário em suas garras."
Drudge Skeletons,10E,"“Os mortos dão bons soldados. Não podem desobedecer ordens, jamais se rendem e não param de lutar só por que lhes caiu alguma parte do corpo.”
— Nevinyrral, #Manual do Necromante#"
Elvish Berserker,10E,A sua fúria dispersa os inimigos como se eles fossem uma pilha de folhas secas.
Elvish Champion,10E,"“O que são as folhas, senão incontáveis lâminas
Para combater incontáveis inimigos no alto.”
— Hino dos elfos"
Elvish Piper,10E,"De Gaia nasceu o mundo, e o mundo era quieto. De Gaia nasceram os elfos do mundo, e o mundo já não mais era quieto.
— Ensinamento dos elfos"
Llanowar Sentinel,10E,"“A Floresta tem tantos olhos quanto folhas.”
— Mirri dos #Bons Ventos#"
Evacuation,10E,"“Assim que eu soprar a brisa, você verá a fumaça de que são feitos seus guerreiros.”
— Alexi, maga zefiriana"
Festering Goblin,10E,"Em vida, era uma coisa fétida e doentia. Na morte, não mudou muito."
Earth Elemental,10E,"Os elementais da terra possuem a força eterna da rocha e a resistência das montanhas. Primordialmente conectados à terra em que vivem, eles vêem tudo a longo prazo, desprezando a pressa impaciente das criaturas mortais de vida breve."
Wild Griffin,10E,"“Abandonei meu sonho de um esquadrão de ginetes de grifos quando o custo se mostrou muito alto. Três treinadores foram devorados para cada grifo domesticado.”
— Darien, Rei de Kjeldor"
Highway Robber,10E,"“Hoje à noite, madame, é o seu dinheiro #e# a sua vida.”"
Furnace of Rath,10E,"A fornalha aguarda o próximo mestre, que vai atiçar as fogueiras do apocalipse."
Giant Spider,10E,"“Durante meu treinamento com Multani, ele me ordenou a passar horas observando as aranhas de Yavimaya. Foi com elas que aprendi o valor da discrição e da paciência, o melhor modo de capturar um dragonete do vento.”
— Mirri dos #Bons Ventos#"
Glorious Anthem,10E,"Uma vez ouvido, o canto de batalha de um anjo torna-se parte do ouvinte para sempre."
Knight of Dusk,10E,“Desafie-me com o mais forte dos seus. Eu tingirei minha espada com seu sangue.”
Goblin King,10E,"Para ser rei, Numsgil matou Blog, que matou Unkful, que matou Viddle, que matou Loll, que matou Alrok. . . ."
Duct Crawler,10E,"“O mestre nos mandou treiná-los. Treinamos ele para atacar — ele devorou Flugg. Treinamos ele para correr rápido — ele fugiu. Sucesso!”
— Dlig, goblin espeleólogo"
Goblin Piker,10E,"Assim que ele aprendeu qual das pontas era afiada, foi promovido à função de guarda."
Goblin Sky Raider,10E,"“Traduzida ao pé da letra, a palavra ”voar“ na língua dos goblins significa ”cair lentamente”."
Grave Pact,10E,"“Os laços de lealdade são capazes de atar-te a uma sepultura.”
— Crovax, evincar ascendente"
Gravedigger,10E,Um caixão cheio é como um cofre cheio — ambos são atraentes aos ladrões.
Grizzly Bears,10E,"“Não podemos nos esquecer que, dentre todas as maravilhas de Dominária, existe um sistema de vida, com presas e predadores que nunca entrarão em guerras, nem competirão por poderes antigos.”
— Jolrael, imperatriz das criaturas"
Hill Giant,10E,"Felizmente, os gigantes da colina têm grandes pontos cegos, nos quais um ser humano pode se esconder com facilidade. Infelizmente, estes pontos ficam debaixo da sola de seus pés."
Holy Day,10E,"“Hoje há fartura e paz em nossas terras, mas a guerra não acabou. Reserve sua sede de sangue. Você vai precisar dela amanhã.”
— Karrim, curandeiro Samita"
Honor Guard,10E,A força de um. A coragem de dez.
Horseshoe Crab,10E,"“Hmm . . . parece um inseto. Vamos abrir e descobrir se o gosto é o mesmo!”
— Squee, taifeiro goblin"
Howling Mine,10E,Diz a lenda que a mina uiva as últimas palavras daqueles que morreram lá dentro.
Hunted Wumpus,10E,Um desses é capaz de alimentar uma dúzia de pessoas durante um mês.
Hypnotic Specter,10E,Suas vítimas são conhecidas pelos olhos: navios destroçados gotejando sonhos destruídos.
Icy Manipulator,10E,"No fogo está a centelha do caos e da destruição, a semente da vida. No gelo está a tranqüilidade perfeita, a ordem perfeita e o silêncio da morte."
Tundra Wolves,10E,"“Eu ouço seus uivos lúgubres, os lobos chamam sua família por toda a planície congelada.”
— Batedor de Oneah"
True Believer,10E,Sua certeza é tão grande que meros fatos não podem abalá-la.
Kraken's Eye,10E,"Brilhante como um espelho, escuro como o mar."
Lava Axe,10E,“Pega aí!”
Lightning Elemental,10E,"“Um clarão de relâmpago, o quebrar de uma onda,
Da vida ele passa, ao repouso na cova funda.”
— William Knox, “Mortalidade”"
Llanowar Elves,10E,"Um osso quebrado para cada broto de planta espezinhado.
— Pena por invasão em Llanowar"
Looming Shade,10E,"Sua forma nunca descansa, propulsionada por algum vendaval indetectável de além das trevas."
Lord of the Undead,10E,"“Não chore sua derrota, meu caro. Na morte, você servirá a um grande propósito — o meu.”"
Lumengrid Warden,10E,Os guardas vigiam um infinito mar de progresso.
Mahamoti Djinn,10E,"Sangue real entre os espíritos do ar, o gênio Mahamoti cavalga nas asas dos ventos. Tão perigoso nos salões de jogos como na batalha, ele é um mestre dos truques e engodos."
Loxodon Mystic,10E,Os místicos mais antigos levam seu voto de silêncio tão a sério que o impõem a qualquer um que esteja em sua presença.
Megrim,10E,"“A dor é uma ferramenta e uma arte. Como qualquer ferramenta, deve ser afiada. Como qualquer arte, deve ser praticada.”
— Hooks, torturador da Cabala"
Might of Oaks,10E,“Adivinha onde vou plantar este!”
Millstone,10E,Vários magos enlouqueceram com o incessante ranger da mó.
Mind Rot,10E,"“A beleza dos ataques mentais é que suas vítimas nunca se lembram deles.”
— Volrath"
Nantuko Husk,10E,"A alma esparze luz e a morte é sua sombra. Quando obscurece-se a luz, vida e morte abraçam-se.
— Ensinamento dos Nantukos"
Natural Spring,10E,"“Jóias não podem ser comidas e ouro não pode ser bebido. O que a civilização comercializa, a natureza simplesmente fornece.”
— Molimo, feiticeiro maro"
Naturalize,10E,"“Bom, ele também serve como um lindo vaso de flores...”
— Arcum Dagsson, maquinista soldeviano"
Nightmare,10E,O ressoar de seus cascos leva os sonhos ao desespero.
Orcish Artillery,10E,"“Então eles querem matar meus homens? Muito bem, então. Dois podem fazer esse jogo.”
— General Khurzog"
Ornithopter,10E,"“Tive a honra de fazer melhorias no projeto de Thran. Talvez a história me dê algum crédito pelo meu trabalho.”
— Urza, durante seu aprendizado"
Pacifism,10E,"Pela primeira vez na vida, Grakk sentiu-se agitado e confuso por dentro."
Angelic Wall,10E,"“A Ancestral nos protege de maneiras que nos é difícil começar a compreender.”
— Ancião místico"
Time Stretch,10E,Há tempo de sobra como o agora.
Plague Beetle,10E,Ninguém sabe se seu nome vem da doença que transmite ou da velocidade com que se multiplica.
Puppeteer,10E,"“Esse é o problema do livre arbítrio. Você não se sente diferente sem ele.”
— Embaixador Laquatus"
Raging Goblin,10E,"Ele se enfurecia com o mundo, com sua família, com sua vida. Mas acima de tudo, ele se enfurecia."
Rampant Growth,10E,A natureza cria soluções para seus problemas.
Ravenous Rats,10E,Nada é sagrado para os ratos. Tudo é apenas mais uma refeição.
Severed Legion,10E,"Em Aphetto, ninguém atende à porta após o pôr-do-sol."
Relentless Assault,10E,"“Piedade? Piedade é para o campo de recreio, não para o campo de batalha.”"
Reminisce,10E,Deixe a porta para o passado levemente entreaberta e ela poderá ser arrancada de suas dobradiças.
Remove Soul,10E,"Quando seus inimigos são soldados rejeitados, para eles é negada a vitória."
Rod of Ruin,10E,"O bastão é uma relíquia de tempos passados... tempos abomináveis, de crueldade, de espíritos malignos."
Rootwalla,10E,"Se você tentar se desviar sorrateiramente de um rizowalla, de repente se verá frente a frente com um lagarto duas vezes maior."
Royal Assassin,10E,"Treinados nas artes da dissimulação, os assassinos da realeza escolhem suas vítimas com cuidado, contando mais com o senso de oportunidade e a precisão do que com a força bruta."
Bloodfire Colossus,10E,Ele precisou de toda a sua força para conter o fogo interior.
Angelic Chorus,10E,A harmonia do glorioso é um lamento para o perverso.
Angelic Blessing,10E,Somente o guerreiro que for capaz de admitir sua própria fragilidade mortal será favorecido com força imortal.
Rock Badger,10E,"“Quando ele atacou nossa fortaleza, eu o confundi com um urso. Depois que estraçalhou nossas defesas e metade da guarda, desejei que fosse realmente um urso.”
— Guarda balista"
Mobilization,10E,"As guerras são vencidas com força, coragem e números — especialmente números."
Scathe Zombies,10E,"“Gemeram, se moveram e depois se ergueram,
Sem falar, sem olhar;
Mesmo em sonho, era estranho ver tanto homem morto
Do chão se levantar.”
— Samuel Taylor Coleridge,
“A Balada do Velho Marinheiro”"
Sea Monster,10E,É fácil acreditar que o monstro é um mito — até que sintas duzentas toneladas de mito esmagando teu navio.
Seedborn Muse,10E,"“Sua voz é a natureza, selvagem e pura.”
— Kamahl, acólito druida"
Sengir Vampire,10E,"Impérios vêm e vão, mas o mal é eterno."
Serra Angel,10E,O som de sua espada é mais belo que o ecoar das vozes de um coral.
Shivan Dragon,10E,O senhor inquestionável das montanhas de Shiv.
Rootwater Commando,10E,"Os tritões de Rootwater raramente são vistos hoje em dia, mas os cadáveres de elfos nunca foram tão numerosos."
Skyhunter Patrol,10E,"“Nós leoninos passamos a governar as planícies alçando vôo nos céus.”
— Raksha, Filhote Dourado"
Soul Feast,10E,"“Sinto o cheiro amargo do sangue fresco de um mortal. Ouço-o escorrer úmido sob sua pele. Minha fome não pode recusar o convite.”
— Yuri, vampiro de Sengir"
Soul Warden,10E,"Conta as almas com cuidado e certifica-te que nenhuma se perdeu.
— Ensinamento Vec"
Spellbook,10E,"“Tudo o que a mulher sábia aprendia, ela escrevia num livro e, quando as páginas estavam negras de tinta, ela pegava tinta branca e recomeçava a escrever.”
— Karn, golem de prata"
Spined Wurm,10E,"Seus espinhos são como os dentes de uma serra, deixando marcas distintas na vegetação de seu território."
Spineless Thug,10E,O que lhe falta em firmeza ele compensa em crueldade.
Sudden Impact,10E,"“Algumas pessoas dizem que é melhor pensar antes de agir. Enquanto essas pessoas estão considerando todas as opções, é quando normalmente eu as mato.”
— Dravus, mago da lava"
Suntail Hawk,10E,"Seu olho, o sol fulgurante; seu grito, o vento penetrante."
Telepathy,10E,"“A questão não é se eu posso ler mentes. E sim se eu ainda encontrarei uma mente que valha a pena ler.”
— Embaixador Laquatus"
Thieving Magpie,10E,Os outros pássaros coletam gravetos para seus ninhos. As gralhas coletam jóias para os delas.
Threaten,10E,"As técnicas para motivação utilizadas pelos goblins são imaturas, porém eficazes."
Tidings,10E,"“Embora a carta se estendesse por muitas e muitas páginas, fiquei sabendo de tudo o que precisava com apenas um olhar para o rosto do mensageiro.”
— Barrin, mago mestre"
Wall of Wood,10E,Os lenhadores orc passaram a noite afiando suas espadas e descansando de um dia de trabalho. Quando acordaram descobriram que a floresta havia feito seus próprios preparativos.
