Rhox,罗克犀龙,生物～ 野兽,"你可以让罗克犀龙如同未受阻挡地对防御牌手造成战斗伤害。
{2}{G}：重生罗克犀龙。 #（如果此生物下一次于本回合中将被消灭，则它不会被消灭， 而是改为将它横置，移除受过的所有伤害，并将它移出战斗。）#"
Ascendant Evincar,天威大魔将,传奇生物～ 吸血鬼,"飞行#（只有具飞行或延势异能的生物才能阻挡它。）#
其它黑色生物得+1/+1。
非黑色生物得-1/-1。"
Faerie Conclave,仙灵议场,地,"仙灵议场须横置进场。
{T}：加{U}到你的法术力池中。
{1}{U}：直到回合结束，仙灵议场成为2/1蓝色，具飞行异能的仙灵生物。 它仍然是地。 #（只有具飞行或延势异能的生物才能阻挡它。）#"
Platinum Angel,白金天使,神器生物～ 天使,"飞行
你这盘对战不会输，对手也不会赢。"
Razormane Masticore,锐鬃异狮,神器生物,"先攻
在你的维持开始时，除非你从手上弃掉两张牌，否则牺牲锐鬃异狮。
在你的抓牌步骤开始时，你可以令锐鬃异狮对目标生物造成3点伤害。"
March of the Machines,器械进击,结界,每个非生物的神器都是神器生物，并且力量与防御力各等同于其总法术力费用。 #（若武具本身是生物，便无法由生物佩带。）#
Spawning Pool,孳息之池,地,"孳息之池须横置进场。
{T}：加{B}到你的法术力池中。
{1}{B}：直到回合结束，孳息之池成为1/1黑色骷髅妖生物，且具有「{B}：重生此生物」。 它仍然是地。 #（如果它重生，则本回合中它下一次将被消灭时，并不会被消灭， 而是改为将它横置，移除受过的所有伤害，并将它移出战斗。）#"
Ghitu Encampment,基图营地,地,"基图营地须横置进场。
{T}：加{R}到你的法术力池中。
{1}{R}：直到回合结束，基图营地成为2/1红色，具先攻异能的战士生物。 它仍然是地。 #（此生物会比不具先攻异能的生物提前造成战斗伤害。）#"
Mimeofacture,摹刻,法术,"覆诵{3}{U}（当你使用此咒语时，每支付一次覆诵费用，就可以将它复制一次。 你可以为每个复制品选择新的目标。）
选择目标由对手操控的永久物。 从该牌手的牌库中搜寻一张与该永久物同名的牌，并在你的操控下放置进场。 然后该牌手将其牌库洗牌。"
Streetbreaker Wurm,断街亚龙,生物～ 亚龙,
Giant Solifuge,巨型风蛛,生物～ 昆虫,"（{RG}可用{R}或{G}来支付。）
践踏，敏捷
巨型风蛛不能成为咒语或异能的目标。"
Sacred Mesa,圣洁台地,结界,"在你的维持开始时，除非你牺牲一个飞马，否则牺牲圣洁台地。
{1}{W}：将一个1/1白色，具飞行异能的飞马衍生物放置进场。"
Valor,骁勇,生物～ 化身,"先攻
只要骁勇在你的坟墓场，并且你操控平原，由你操控的生物便具有先攻异能。"
Chronatog Totem,时空阿托格图腾像,神器,"{T}：加{U}到你的法术力池中。
{1}{U}：时空阿托格图腾像成为1/2蓝色阿托格神器生物直到回合结束。
{0}：时空阿托格图腾像得+3/+3直到回合结束。 你略过你的下个回合。 此异能每回合只能使用一次，且于时空阿托格图腾像是生物时才能使用。"
Dandan,巨鱼丹丹,生物～ 鱼,"除非防御牌手操控海岛，否则巨鱼丹丹不能攻击。
当你未操控海岛时，牺牲巨鱼丹丹。"
Tendrils of Corruption,腐化卷须,瞬间,腐化卷须对目标生物造成X点伤害且你获得X点生命，X为由你操控的沼泽之数量。
Disintegrate,分解,法术,分解对目标生物或牌手造成X点伤害。 该生物于本回合中不能重生。 若该生物于本回合中将被置入坟墓场，则改为将它移出对战。
Stormscape Familiar,岚景院佣兽,生物～ 鸟,"飞行
你使用的白色和黑色咒语费用减少{1}来使用。"
Sengir Autocrat,辛格氏独裁者,生物～ 人类,"辛格氏独裁者进场时，将三个0/1黑色农奴衍生物放置进场。
当辛格氏独裁者离场时，将所有农奴衍生物移出对战。"
Celestial Dawn,天界曙光,结界,"由你操控的地都是平原。
由你所拥有、且不在场上的非地牌，由你操控的咒语，以及由你操控的非地永久物都是白色。
你可以将白色法术力视为任意颜色的法术力来支付。 其它颜色的法术力只能视为无色法术力。"
Lord of Atlantis,亚特兰提斯领主,生物～ 人鱼／领主,其它人鱼得+1/+1，并具有海岛行者异能。
Savage Thallid,凶蛮散绿菌,生物～ 真菌,"在你的维持开始时，在凶蛮散绿菌上放置一个芽孢指示物。
从凶蛮散绿菌上移去三个芽孢指示物：将一个1/1绿色腐生物衍生物放置进场。
牺牲一个腐生物：重生目标真菌。"
Soul Collector,搜魂妖,生物～ 吸血鬼,"飞行
每当本回合中曾受到搜魂妖伤害的生物置入坟墓场时，将该牌在你的操控下移回场上。
变身{B}{B}{B}（你可牌面朝下地使用此牌并支付{3}，将其当成2/2生物。 可随时支付其变身费用使其翻回正面。）"
"Akroma, Angel of Wrath",忿怒天使爱若玛,传奇生物～ 天使,飞行，先攻，警戒，践踏，敏捷，反黑保护，反红保护
Orgg,欧格,生物～ 欧格,"践踏
如果防御牌手操控了力量大于或等于3的未横置生物，则欧格不能攻击。
欧格不能阻挡力量大于或等于3的生物。"
Essence Sliver,精魂裂片妖,生物～ 裂片妖,每当一个裂片妖造成伤害时，其操控者获得等量的生命。
Watcher Sliver,看守裂片妖,生物～ 裂片妖,所有裂片妖得+0/+2。
Scragnoth,史夸格诺司,生物～ 野兽,"史夸格诺司不能被反击。
反蓝保护"
Whispers of the Muse,缪司的耳语,瞬间,"购回{5}（你使用此咒语时可以额外支付{5}。 若你如此做，则结算此咒语时将它放入你的手牌。）
抓一张牌。"
Foriysian Interceptor,佛绿耶斯拦截者,生物～ 人类／士兵,"闪现（你可以于你能够使用瞬间的时机下使用此咒语。）
守军
佛绿耶斯拦截者可以额外多阻挡一个生物。"
Flowstone Channeler,液石通递人,生物～ 人类／塑法师,{1}{R}，{T}，弃一张牌：目标生物得+1/-1且获得敏捷异能直到回合结束。
Temporal Isolation,时间孤立,结界～ 灵气,"闪现（你可以于你能够使用瞬间的时机下使用此咒语。）
生物结界
受此结界的生物具有次元幽影异能。 （它只能阻挡具次元幽影异能的生物，亦只能被具此异能的生物阻挡。）
防止受此结界的生物将造成的所有伤害。"
Swamp Mosquito,沼泽蚊,生物～ 昆虫,"飞行
每当沼泽蚊进行攻击且未受阻挡时，防御牌手得到一个中毒指示物。 （牌手若具有十个或更多的中毒指示物，便输掉这盘游戏。）"
Pull from Eternity,拽入来世,瞬间,将目标牌面朝上、且被移出对战的牌置入其拥有者的坟墓场。
Mana Skimmer,魔力飞掠者,生物～ 蛭,"飞行
每当魔力飞掠者对牌手造成伤害时，横置目标由该牌手操控的地。 该地于其操控者的下一个重置步骤中不能重置。"
Wall of Roots,根墙,生物～ 植物／墙,"守军
在根墙上放置一个-0/-1指示物：加{G}到你的法术力池中。 此异能每回合中只能使用一次。"
Kobold Taskmaster,鬼崽工头,生物～ 鬼崽,由你操控的其它鬼崽得+1/+0。
Auratog,灵气阿托格,生物～ 阿托格,牺牲一个结界：灵气阿托格得+2/+2直到回合结束。
Crookclaw Transmuter,钩爪易质师,生物～ 鸟／法术师,"闪现（你可以于你能够使用瞬间的时机下使用此咒语。）
飞行
当钩爪易质师进场时，将目标生物之力量与防御力互换直到回合结束。"
Arcane Spyglass,窥奥望远镜,神器,"{2}，{T}，牺牲一个地：抓一张牌并在窥奥望远镜上放置一个充电指示物。
从窥奥望远镜上移去三个充电指示物：抓一张牌。"
Witch-Maw Nephilim,饮咒巨神灵,生物～ 巨神灵,"每当你使用咒语时，你可以在饮咒巨神灵上放置两个+1/+1指示物。
每当饮咒巨神灵进行攻击时，如果其力量为10或更多，则它获得践踏异能直到回合结束。"
Dune-Brood Nephilim,舞砂巨神灵,生物～ 巨神灵,每当舞砂巨神灵对牌手造成战斗伤害时，你每操控一个地，便将一个1/1无色的砂衍生物放置进场。
Ink-Treader Nephilim,映墨巨神灵,生物～ 巨神灵,每当任一牌手使用瞬间或法术咒语时，若映墨巨神灵是该咒语唯一的目标，则该咒语每能以一个其它的生物为目标，便将该咒语复制一次。 每个复制都要以这些生物为目标，且不能重复选择。
Yore-Tiller Nephilim,唤往巨神灵,生物～ 巨神灵,每当唤往巨神灵进行攻击时，将目标生物牌从你的坟墓场横置进场，且正进行攻击。
Glint-Eye Nephilim,烁目巨神灵,生物～ 巨神灵,"每当烁目巨神灵对牌手造成战斗伤害时，你抓等量的牌。
{1}，弃一张牌：烁目巨神灵得+1/+1直到回合结束。"
Sword of the Paruns,远祖之剑,神器～ 武具,"只要佩带此武具的生物已横置，由你操控的已横置生物便得+2/+0。
只要佩带此武具的生物未横置，由你操控的未横置生物便得+0/+2。
{3}：横置或重置佩带此武具的生物。
佩带{3}"
Mizzium Transreliquat,米捷摹态械,神器,"{3}：米捷摹态械成为目标神器的复制直到回合结束。
{1}{U}{R}：米捷摹态械成为目标神器的复制，且获得此异能。"
Wildsize,加大尺寸,瞬间,"目标生物得+2/+2且获得践踏异能直到回合结束。
抓一张牌。"
Gruul War Plow,古鲁战犁,神器,"由你操控的生物具有践踏异能。
{1}{R}{G}：古鲁战犁成为4/4攻城巨车神器生物直到回合结束。"
Poisonbelly Ogre,毒腹食人魔,生物～ 食人魔／战士,每当另一个生物进场时，其操控者失去1点生命。
Demonfire,恶魔焰,法术,"恶魔焰对目标生物或牌手造成X点伤害。 若本回合中曾以此法受到伤害的生物将置入坟墓场，则改为将该生物移出对战。
背水战～如果你没有手牌，则恶魔焰不能被咒语或异能反击，且其伤害不能被防止。"
Freewind Equenaut,滑翔飞马骑士,生物～ 人类／弓箭手,"飞行
只要滑翔飞马骑士上结附了结界，它便具有「{T}：滑翔飞马骑士对目标进行攻击或阻挡的生物造成2点伤害。」"
Psychic Possession,控驭心灵,结界～ 灵气,"对手结界
略过你的抓牌步骤。
每当受此结界的对手抓一张牌时，你可以抓一张牌。"
Cackling Flames,尖笑烈焰,瞬间,"尖笑烈焰对目标生物或牌手造成3点伤害。
背水战～如果你没有手牌，则改为尖笑烈焰对该生物或牌手造成5点伤害。"
Trial/Error,审判,瞬间,"将阻挡目标生物，或被目标生物阻挡的所有生物移回其拥有者手上。
//
错误
{U}{B}
瞬间
反击目标多色咒语。"
Mistral Charger,西北风战马,生物～ 飞马,飞行
Sporeback Troll,孢背巨魔,生物～ 巨魔／突变体,"接殖2（此生物进场时上面有两个+1/+1指示物。 每当另一个生物进场时，你可以将此生物上的一个+1/+1指示物移到前者上。）
{1}{G}：重生目标具有+1/+1指示物的生物。"
Flash Foliage,突现叶网,瞬间,"将一个1/1绿色腐生物衍生物放置进场，且对目标攻击你的生物进行阻挡。
抓一张牌。"
Court Hussar,法庭轻骑兵,生物～ 维多肯／骑士,"警戒
当法庭轻骑兵进场时，检视你牌库顶的三张牌，然后将其中一张置于你手上，其余的牌则以任意顺序置于你的牌库底。
当法庭轻骑兵进场时，除非用过{W}来支付其费用，否则将它牺牲。"
Haazda Shield Mate,哈资达护盾手,生物～ 人类／士兵,"在你的维持开始时，除非你支付{W}{W}，否则牺牲哈资达护盾手。
{W}：选择一个来源，于本回合中，防止该来源下一次将对你造成的伤害。"
Ratcatcher,捕鼠手,生物～ 食人魔／浪客,"恐惧
在你的维持开始时，你可以从你的牌库中搜寻一张老鼠牌，展示该牌，并将它置入你手上。 若你如此作，则将你的牌库洗牌。"
Safe Haven,安全庇护地,地,"{2}，{T}：将目标由你操控的生物移出对战。
在你的维持开始时，你可以牺牲安全庇护地。 若你如此作，将所有以安全庇护地移出对战的牌在其拥有者的操控下放置进场。"
Utvara Scalper,坞瓦拉解剖手,生物～ 精灵／斥候,"飞行
坞瓦拉解剖手每回合若能攻击，则必须攻击。"
Biomantic Mastery,通晓生体工法,法术,"（{GU}可用{G}或{U}来支付。）
目标牌手每操控一个生物，你便抓一张牌，然后另一位目标牌手每操控一个生物，你便抓一张牌。"
Evil Eye of Orms-by-Gore,欧拜高的邪眼,生物～ 眼,"由你操控且不是眼的生物都不能进行攻击。
欧拜高的邪眼只能被墙阻挡。"
Pillar of the Paruns,元祖柱,地,{T}：加一点任意颜色的法术力到你的法术力池中。 此法术力只能用来支付多色咒语的费用。
Goblin Snowman,精灵雪人,生物～ 精灵,"每当精灵雪人阻挡时，防止它于本回合中将受到或造成的所有战斗伤害。
{T}：精灵雪人对目标受其阻挡的生物造成1点伤害。"
Spell Snare,圈套咒语,瞬间,反击目标总法术力费用为2的咒语。
Hunting Moa,行猎恐鸟,生物～ 鸟,"返响{3}{R}（在你的维持开始时，若你在你前一个维持开始后才操控它，则除非你支付其返响费用，否则牺牲之。）
每当行猎恐鸟进场或是从场上置入坟墓场时，在目标生物上放置一个+1/+1指示物。"
Icatian Javelineers,艾凯逊掷枪手,生物～ 人类／士兵,"艾凯逊掷枪手进场时上面有一个标枪指示物。
{T}，从艾凯逊掷枪手上移去一个标枪指示物：艾凯逊掷枪手对目标生物或牌手造成1点伤害。"
Swift Silence,乍然寂静,瞬间,反击所有其它咒语。 每以此法反击一个咒语，就抓一张牌。
Crime/Punishment,罪行,法术,"将目标生物或结界牌在你的操控下从任一对手的坟墓场放置进场。
//
惩罚
{X}{B}{G}
法术
消灭所有总法术力费用为X的神器，生物，和结界。"
Plaxmanta,护板鳐,生物～ 野兽,"你可以于你能够使用瞬间的时机下，使用护板鳐。
当护板鳐进场时，由你操控的生物本回合中不能成为咒语或异能的目标。
当护板鳐进场时，除非用过{G}来支付其费用，否则将它牺牲。"
Dauthi Slayer,道西凶手,生物～ 道西／士兵,"次元幽影（此生物只能阻挡具次元幽影异能的生物，亦只能被具此异能的生物阻挡。）
道西凶手每回合若能攻击，则必须攻击。"
Flying Men,飞空人,生物～ 人类,飞行
Vigean Hydropon,维氏水耕植株,生物～ 植物／突变体,"接殖5（此生物进场时上面有五个+1/+1指示物。 每当另一个生物进场时，你可以将此生物上的一个+1/+1指示物移到前者上。）
维氏水耕植株不能进行攻击或阻挡。"
Ghost Ship,鬼船,生物～ 精怪,"飞行
{U}{U}{U}：重生鬼船。"
Hail Storm,冰雹风暴,瞬间,冰雹风暴对每个进行攻击的生物造成2点伤害，且对你与由你操控的生物造成1点伤害。
Browbeat,威胁恫吓,法术,任意牌手可以让威胁恫吓对他造成5点伤害。 若无人如此作，则目标牌手抓三张牌。
Stormscale Anarch,反逆雷鳞,生物～ 凡尔西诺／祭师,{2}{R}，随机弃一张牌：反逆雷鳞对目标生物或牌手造成2点伤害。 若所弃的是多色牌，则改为反逆雷鳞对该生物或牌手造成4点伤害。
Stalking Vengeance,潜行报复者,生物～ 圣者,"敏捷
每当由你操控的另一个生物从场上置入坟墓场时，它对目标牌手造成等同于其力量的伤害。"
Disenchant,消除魔障,瞬间,消灭目标神器或结界。
Squealing Devil,尖叫魔鬼,生物～ 魔鬼,"恐惧
当尖叫魔鬼进场时，你可以支付{X}。 若你如此作，则目标生物得+X/+0直到回合结束。
当尖叫魔鬼进场时，除非用过{B}来支付其费用，否则将它牺牲。"
Bond of Agony,苦痛禁锢,法术,"支付X点生命，以作为使用苦痛禁锢的额外费用。
每位其它牌手各失去X点生命。"
Blessing of the Nephilim,巨神灵加持,结界～ 灵气,"生物结界
受此结界的生物每具有一种颜色，便得+1/+1。"
Infernal Tutor,炼狱导师,法术,"从你手上展示一张牌。 从你的牌库中搜寻一张与该牌同名的牌，展示该牌并置于你手上，然后将你的牌库洗牌。
背水战～如果你没有手牌，则改为从你的牌库中搜寻一张牌并置于你手上，然后将你的牌库洗牌。"
Carom,借力打力,瞬间,"于本回合中，接下来将对目标生物所造成的1点伤害，改为对另一个目标生物造成之。
抓一张牌。"
Cytospawn Shambler,跛行胞塑母体,生物～ 元素／突变体,"接殖6（此生物进场时上面有六个+1/+1指示物。 每当另一个生物进场时，你可以将此生物上的一个+1/+1指示物移到前者上。）
{G}：目标具有+1/+1指示物的生物获得践踏异能直到回合结束。"
Silkwing Scout,丝翼斥候,生物～ 仙灵／斥候,"飞行
{G}，牺牲丝翼斥候：从你的牌库中搜寻一张基本地牌，并将之横置进场。 然后将你的牌库洗牌。"
Hide/Seek,藏匿,瞬间,"将目标神器或结界牌置于其拥有者的牌库底。
//
寻找
{W}{B}
瞬间
从目标对手的牌库中搜寻一张牌，并将该牌移出对战。 你获得等同于其总法术力费用的生命。 然后该牌手将他的牌库洗牌。"
Celestial Ancient,天界先人,生物～ 元素,"飞行
每当你使用结界咒语时，在每个由你操控的生物上放置一个+1/+1指示物。"
Might of the Nephilim,巨神灵之力,瞬间,目标生物每具有一种颜色，便得+2/+2直到回合结束。
Vigean Graftmage,维氏殖法师,生物～ 维多肯／法术师／突变体,"接殖2（此生物进场时上面有两个+1/+1指示物。 每当另一个生物进场时，你可以将此生物上的一个+1/+1指示物移到前者上。）
{1}{U}：重置目标具有+1/+1指示物的生物。"
Dread Slag,摄魂滓妖,生物～ 惊惧兽,"践踏
你每有一张手牌，摄魂滓妖便得-4/-4。"
Skullmead Cauldron,颅酿鼎镬,神器,"{T}：你获得1点生命。
{T}，弃掉一张牌：你获得3点生命。"
Bronze Bombshell,黄铜劲爆女,神器生物～ 组构体,当黄铜劲爆女由其拥有者之外的牌手操控时，该牌手将它牺牲。 若该牌手如此作，黄铜劲爆女对他造成7点伤害。
Ocular Halo,眼目光晕,结界～ 灵气,"生物结界
受此结界的生物具有「{T}：抓一张牌。」
{W}：受此结界的生物获得警戒异能直到回合结束。"
Grand Arbiter Augustin IV,大仲裁者奥古斯汀四世,传奇生物～ 人类／参谋,"你使用的白色咒语费用减少{1}来使用。
你使用的蓝色咒语费用减少{1}来使用。
对手使用的咒语费用增加{1}来使用。"
Crypt Champion,墓穴斗士,生物～ 灵俑,"连击
当墓穴斗士进场时，每位牌手从其坟墓场将一张总法术力费用等于或小于3的生物牌放置进场。
当墓穴斗士进场时，除非用过{R}来支付其费用，否则将它牺牲。"
Flame-Kin War Scout,炎身战场斥候,生物～ 元素／斥候,当另一个生物进场时，牺牲炎身战场斥候。 若你如此作，炎身战场斥候对该生物造成4点伤害。
Psychotic Fury,丧神狂怒,瞬间,"目标多色生物获得连击异能直到回合结束。
抓一张牌。"
Brain Pry,撬脑术,法术,说出一个非地牌的名称。 目标牌手展示其手牌。 该牌手弃掉一张该名称的牌。 若他无法如此作，你抓一张牌。
Proclamation of Rebirth,再生预言,法术,"将至多三张目标总法术力费用等于或小于1的生物牌从你的坟墓场移回场上。
预报～{5}{W}，从你手上展示再生预言：将目标总法术力费用等于或小于1的生物牌从你的坟墓场移回场上。 （你只可以于你的维持中使用此异能，且每回合只能使用一次。）"
Enemy of the Guildpact,十会盟大敌,生物～ 精怪,反多色保护
Cytoshape,细胞塑型,瞬间,选择场上的一个非传奇生物。 目标生物成为该生物的复制品直到回合结束。
Simic Basilisk,析米克蜥怪,生物～ 蜥怪／突变体,"接殖3（此生物进场时上面有三个+1/+1指示物。 每当另一个生物进场时，你可以将此生物上的一个+1/+1指示物移到前者上。）
{1}{G}：直到回合结束，目标具有+1/+1指示物的生物获得「每当此生物对任一生物造成战斗伤害，在战斗结束时消灭后者。」"
Cytoplast Manipulator,胞塑体操弄师,生物～ 人类／法术师／突变体,"接殖2（此生物进场时上面有两个+1/+1指示物。 每当另一个生物进场时，你可以将此生物上的一个+1/+1指示物移到前者上。）
{U}，{T}：选择目标具有+1/+1指示物的生物。只要胞塑体操弄师持续在场，你便获得该生物的操控权。"
Rain of Gore,血块雨,结界,若任一咒语或异能将让其操控者获得生命，则该牌手改为失去该数量的生命。
Transguild Courier,跨公会讯使,神器生物～ 魔像,跨公会讯使是五色（即使此牌不在场上也是一样。）
"Lyzolda, the Blood Witch",血腥法术师莱佐妲,传奇生物～ 人类／僧侣,{2}，牺牲一个生物：若所牺牲的生物为红色，则血腥法术师莱佐妲对目标生物或牌手造成2点伤害。 若所牺牲的生物为黑色，则抓一张牌。
Elemental Resonance,元素共振,结界～ 灵气,"永久物结界
在你战斗前的行动阶段开始时，加若干法术力到你的法术力池中，其数量与颜色为受此结界之永久物的法术力费用。 （法术力费用包含颜色。 若某个法术力符号具有数个颜色，则选择其中一个。）"
Street Savvy,街头智慧,结界～ 灵气,"生物结界
受此结界的生物得+0/+2，且对于具地行者异能的生物，此生物可将后者视同不具该异能地进行阻挡。"
Bound/Determined,受縛,瞬间,"牺牲一个生物。 将至多X张牌从你的坟墓场移回你手上，X为该生物的颜色数量。 然后将此牌移出对战。
//
命定
{G}{U}
瞬间
本回合中，其它由你操控的咒语不能被咒语或异能反击。
抓一张牌。"
Nettling Curse,恼火诅咒,结界～ 灵气,"生物结界
每当受此结界的生物进行攻击或阻挡时，此生物的操控者失去3点生命。
{1}{R}：受此结界的生物本回合若能攻击，则必须攻击。"
Research/Development,研究,瞬间,"从游戏外选择至多四张由你拥有的牌，并将它们洗入你的牌库。
//
开发
{3}{U}{R}
瞬间
除非任一对手让你抓一张牌，否则将一个3/1红色元素衍生物放置进场。 将此流程再重复两次。"
Indrik Stomphowler,跺吼巨犀兽,生物～ 野兽,当跺吼巨犀兽进场时，消灭目标神器或结界。
Plumes of Peace,和平之羽,结界～ 灵气,"生物结界
受此结界的生物于其操控者的重置步骤中不能重置。
预报～{W}{U}，从你手上展示和平之羽：横置目标生物。 （你只可以于你的维持中使用此异能，且每回合只能使用一次。）"
Experiment Kraj,克戟实验体,传奇生物～ 流浆／突变体,"对每个上面有+1/+1指示物的其它生物而言，克戟实验体具有它们的所有起动式异能。
{T}：在目标生物上放置一个+1/+1指示物。"
Hit/Run,刺杀,瞬间,"目标牌手牺牲一个神器或生物。 刺杀对该牌手造成伤害，其数量等同于该永久物的总法术力费用。
//
奔跑
{3}{R}{G}
瞬间
每有一个其它的生物进行攻击，由你操控且进行攻击的生物便得+1/+0直到回合结束。"
Ogre Gatecrasher,破门食人魔,生物～ 食人魔／浪客,当破门食人魔进场时，消灭目标具守军异能的生物。
Thrive,强旺,法术,在X个目标生物上各放置一个+1/+1指示物。
Govern the Guildless,指挥无所属者,法术,"获得目标单色生物的操控权。
预报～{1}{U}，从你手上展示指挥无所属者：直到回合结束，目标生物的颜色成为由你选择的颜色或颜色组合。 （你只可以于你的维持中使用此异能，且每回合只能使用一次。）"
Vision Skeins,视象术缕,瞬间,每位牌手抓两张牌。
Tidespout Tyrant,潮浪暴君,生物～ 巨灵,"飞行
每当你使用咒语时，将目标永久物移回其拥有者手上。"
Writ of Passage,通行令状,结界～ 灵气,"生物结界
每当受此结界的生物攻击时，若其力量等于或小于2，则它本回合不能被阻挡。
预报～{1}{U}，从你手上展示通行令状：目标力量等于或小于2的生物本回合不能被阻挡。 （你只可以于你的维持中使用此异能，且每回合只能使用一次。）"
Nightcreep,邪夜咒,瞬间,直到回合结束，所有生物都成为黑色，且所有地都成为沼泽。
Rise/Fall,起身,法术,"选择在坟墓场的目标生物牌与在场上的目标生物，将它们移回其拥有者手上。
//
坠落
{B}{R}
法术
目标牌手从其手上随机展示两张牌，然后弃掉以此法展示的非地牌。"
Azorius Ploy,俄佐立手法,瞬间,"于本回合中，防止目标生物将造成的所有战斗伤害。
于本回合中，防止目标生物将受到的所有战斗伤害。"
Dovescape,化鸽咒帘,结界,"（{WU}可用{W}或{U}来支付。）
每当任一牌手使用非生物咒语时，反击该咒语。 该牌手将X个1/1，既是白色也是蓝色，具飞行异能的鸟衍生物放置进场，X为该咒语的总法术力费用。"
Valor Made Real,骁勇具现,瞬间,目标生物本回合能阻挡任意数量的生物。
Paladin of Prahv,布拉夫神圣武士,生物～ 人类／骑士,"每当布拉夫神圣武士造成伤害时，你获得等量的生命。
预报～{1}{W}，从你手上展示布拉夫神圣武士：本回合中，每当目标生物造成伤害时，你获得等量的生命。 （你只可以于你的维持中使用此异能，且每回合只能使用一次。）"
Delirium Skeins,错乱术缕,法术,每位牌手弃三张牌。
Avatar of Discord,走调化身,生物～ 圣者,"（{BR}可用{B}或{R}来支付。）
飞行
当走调化身进场时，除非你弃两张牌，否则将它牺牲。"
Rakdos the Defiler,污化魔王拉铎司,传奇生物～ 恶魔,"飞行，践踏
每当污化魔王拉铎司攻击时，牺牲一半数量由你操控的非恶魔永久物，小数点后进位。
每当拉铎司对任一牌手造成战斗伤害时，该牌手牺牲一半数量由他操控的非恶魔永久物，小数点后进位。"
Soulsworn Jury,誓魂陪审员,生物～ 精怪,"守军（此生物不能攻击。）
{1}{U}，牺牲誓魂陪审员：反击目标生物咒语。"
Simic Initiate,析米克新手,生物～ 人类／突变体,接殖1（此生物进场时上面有一个+1/+1指示物。 每当另一个生物进场时，你可以将此生物上的一个+1/+1指示物移到前者上。）
Odds/Ends,机会,瞬间,"掷一枚硬币。 若是正面，则反击目标瞬间或法术咒语。 若是反面，则复制该咒语，且你可以为该复制品选择新的目标。
//
结束
{3}{R}{W}
瞬间
目标牌手牺牲两个进行攻击的生物。"
Kindle the Carnage,煽动屠杀,法术,随机弃一张牌。 若你如此作，煽动屠杀对每个生物造成伤害，其数量等同于该牌的总法术力费用。 你可将此流程重复进行任意次数。
Isperia the Inscrutable,莫测者伊佩利,传奇生物～ 史芬斯,"飞行
每当莫测者伊佩利对任一牌手造成战斗伤害时，说出一个牌名。 该牌手展示其手牌。 若他展示出该名称的牌，从你的牌库中搜寻一张具飞行异能的生物牌，展示该牌，并置于你手上，然后将你的牌库洗牌。"
Skyscribing,卜空卦,法术,"每位牌手抓X张牌。
预报～{2}{U}，从你手上展示卜空卦：每位牌手各抓一张牌。 （你只可以于你的维持中使用此异能，且每回合只能使用一次。）"
Unliving Psychopath,病态死尸,生物～ 灵俑／杀手,"{B}：病态死尸得+1/-1直到回合结束。
{B}，{T}：消灭目标力量小于病态死尸之力量的生物。"
Supply/Demand,供给,法术,"将X个1/1绿色的腐生物衍生物放置进场。
//
需求
{1}{W}{U}
法术
从你的牌库中搜寻一张多色牌，展示该牌，并将它置于你手上。 然后将你的牌库洗牌。"
