Giant Solifuge,巨大ヒヨケムシ,クリーチャー ― 昆虫,"#（{RG}は{R}でも{G}でも支払うことができる。）#
トランプル、速攻
巨大ヒヨケムシは呪文や能力の対象にならない。"
Sacred Mesa,聖なるメサ,エンチャント,"あなたのアップキープの開始時に、ペガサスを１体生け贄に捧げないかぎり、聖なるメサを生け贄に捧げる。
{1}{W}：飛行を持つ白の１/１のペガサス・クリーチャー・トークンを１体場に出す。"
Valor,武勇,クリーチャー ― インカーネーション,"先制攻撃
武勇があなたの墓地にあり、かつあなたが平地をコントロールしているかぎり、あなたがコントロールするクリーチャーは先制攻撃を持つ。"
Chronatog Totem,時エイトグのトーテム像,アーティファクト,"{T}：あなたのマナ・プールに{U}を加える。
{1}{U}：ターン終了時まで、時エイトグのトーテム像は青の１/２のエイトグ・アーティファクト・クリーチャーになる。
{0}：時エイトグのトーテム像はターン終了時まで＋３/＋３の修整を受ける。 あなたの次のターンをとばす。 この能力は、各ターン１回のみ、時エイトグのトーテム像がクリーチャーである場合のみプレイできる。"
Dandan,ダンダーン,クリーチャー ― 魚,"ダンダーンは、防御側プレイヤーが島をコントロールしていないかぎり、攻撃に参加できない。
あなたが島をコントロールしていないとき、ダンダーンを生け贄に捧げる。"
Tendrils of Corruption,堕落の触手,インスタント,クリーチャー１体を対象とする。堕落の触手はそれにＸ点のダメージを与え、あなたはＸ点のライフを得る。Ｘはあなたがコントロールする沼の総数に等しい。
Disintegrate,分解,ソーサリー,クリーチャー１体かプレイヤー１人を対象とする。分解はそれにＸ点のダメージを与える。 このターン、そのクリーチャーは再生できない。 そのクリーチャーがこのターンいずれかの墓地に置かれる場合、代わりにそれをゲームから取り除く。
Stormscape Familiar,嵐景学院の使い魔,クリーチャー ― 鳥,"飛行
あなたがプレイする白の呪文と黒の呪文は、それをプレイするためのコストが{1}少なくなる。"
Sengir Autocrat,センギアの従臣,クリーチャー ― 人間,"センギアの従臣が場に出たとき、黒の０/１の農奴クリーチャー・トークンを３体場に出す。
センギアの従臣が場を離れたとき、すべての農奴トークンをゲームから取り除く。"
Celestial Dawn,天界の曙光,エンチャント,"あなたがコントロールする土地は平地である。
あなたがオーナーである場にない土地でないカードや、あなたがコントロールする呪文や、あなたがコントロールする土地でないパーマネントは白である。
あなたは白のマナを、あらゆる色であるかのように支払うことができる。 あなたはそれ以外のマナを、無色マナであるかのようにのみ支払うことができる。"
Lord of Atlantis,アトランティスの王,クリーチャー ― マーフォーク・ロード,他のマーフォークは＋１/＋１の修整を受けるとともに島渡りを持つ。
Savage Thallid,凶暴なサリッド,クリーチャー ― ファンガス,"あなたのアップキープの開始時に、凶暴なサリッドの上に胞子カウンターを１個置く。
凶暴なサリッドから胞子カウンターを３個取り除く：緑の１/１の苗木クリーチャー・トークンを１体場に出す。
苗木を１体生け贄に捧げる：ファンガス１体を対象とし、それを再生する。"
Soul Collector,魂の収集家,クリーチャー ― 吸血鬼,"飛行
魂の収集家がこのターンにダメージを与えたクリーチャーがいずれかの墓地に置かれるたび、そのカードをあなたのコントロール下で場に戻す。
変異 {B}{B}{B} #（あなたはこれを、{3}を支払うことで、裏向きの２/２のクリーチャーとしてプレイしてもよい。 いつでも変異コストを支払ってそれを表向きにすることができる。）#"
"Akroma, Angel of Wrath",怒りの天使アクローマ,伝説のクリーチャー ―  天使,飛行、先制攻撃、警戒、トランプル、速攻、プロテクション（黒）、プロテクション（赤）
Orgg,オーグ,クリーチャー ― オーグ,"トランプル
オーグは、防御側プレイヤーがパワーが３以上のアンタップ状態のクリーチャーをコントロールしている場合、攻撃できない。
オーグはパワーが３以上のクリーチャーをブロックできない。"
Essence Sliver,精油スリヴァー,クリーチャー ― スリヴァー,スリヴァーがダメージを与えるたび、それのコントローラーはその点数に等しい点数のライフを得る。
Watcher Sliver,監視スリヴァー,クリーチャー ― スリヴァー,すべてのスリヴァーは＋０/＋２の修整を受ける。
Scragnoth,スクラーグノス,クリーチャー ― ビースト,"スクラーグノスは打ち消されない。
プロテクション（青）"
Whispers of the Muse,ミューズの囁き,インスタント,"バイバック {5} #（あなたはこの呪文をプレイするに際し、追加で{5}を支払ってもよい。 そうした場合、それの解決に際し、このカードをあなたの手札に加える。）#
カードを１枚引く。"
Foriysian Interceptor,フォライアスの介入者,クリーチャー ― 人間・兵士,"瞬速 #（あなたはこの呪文を、あなたがインスタントをプレイできるときならいつでもプレイしてよい。）#
防衛
フォライアスの介入者は、さらに１体のクリーチャーをブロックできる。"
Flowstone Channeler,流動石の媒介者,クリーチャー ― 人間・スペルシェイパー,"{1}{R}, {T}, カードを１枚捨てる：クリーチャー１体を対象とする。それはターン終了時まで＋１/－１の修整を受けるとともに速攻を得る。"
Temporal Isolation,時間の孤立,エンチャント ― オーラ,"瞬速 #（あなたはこの呪文を、あなたがインスタントをプレイできるときならいつでもプレイしてよい。）#
エンチャント（クリーチャー）
エンチャントされているクリーチャーはシャドーを持つ。 #（それは、シャドーを持つクリーチャーのみをブロックでき、ブロックされる。）#
エンチャントされているクリーチャーが与えるダメージをすべて軽減し、０にする。"
Swamp Mosquito,沼地の蚊,クリーチャー ― 昆虫,"飛行
沼地の蚊が攻撃してブロックされないたび、防御プレイヤーは毒カウンターを１個得る。 #（10個以上の毒カウンターを持っているプレイヤーはこのゲームに敗北する。）#"
Pull from Eternity,永遠からの引き抜き,インスタント,ゲームから取り除かれている表向きのカード１枚を対象とし、それをオーナーの墓地に置く。
Mana Skimmer,マナを間引くもの,クリーチャー ― ヒル,"飛行
マナを間引くものがいずれかのプレイヤーにダメージを与えるたび、そのプレイヤーがコントロールする土地１つを対象とし、それをタップする。 その土地は、それのコントローラーの次のアンタップ・ステップにアンタップしない。"
Wall of Roots,根の壁,クリーチャー ― 植物・壁,"防衛
根の壁の上に－０/－１カウンターを１個置く：あなたのマナ・プールに{G}を加える。 この能力は、毎ターン１回のみプレイできる。"
Kobold Taskmaster,コボルドの監督官,クリーチャー ― コボルド,あなたがコントロールする他のコボルドは＋１/＋０の修整を受ける。
Auratog,オーラトグ,クリーチャー ― エイトグ,エンチャントを１つ生け贄に捧げる：オーラトグはターン終了時まで＋２/＋２の修整を受ける。
Crookclaw Transmuter,歪んだ爪の変成者,クリーチャー ― 鳥・ウィザード,"瞬速 #（あなたはこの呪文を、あなたがインスタントをプレイできるときならいつでもプレイしてよい。）#
飛行
歪んだ爪の変成者が場に出たとき、クリーチャー１体を対象とし、ターン終了時まで、それのパワーとタフネスを入れ替える。"
Arcane Spyglass,秘儀の遠眼鏡,アーティファクト,"{2}, {T}, 土地を１つ生け贄に捧げる：カードを１枚引き、秘儀の遠眼鏡の上に蓄積カウンターを１個置く。
秘儀の遠眼鏡の上から蓄積カウンターを３個取り除く：カードを１枚引く。"
Witch-Maw Nephilim,魔女の腑のネフィリム,クリーチャー ― ネフィリム,"あなたが呪文をプレイするたび、あなたは魔女の腑のネフィリムの上に２個の＋１/＋１カウンターを置いてもよい。
魔女の腑のネフィリムが攻撃に参加するたび、それのパワーが１０以上ならそれはターン終了時までトランプルを得る。"
Dune-Brood Nephilim,砂丘生みのネフィリム,クリーチャー ― ネフィリム,砂丘生みのネフィリムがいずれかのプレイヤーに戦闘ダメージを与えるたび、無色の１/１の砂漠の民クリーチャー・トークンを、あなたがコントロールする土地の総数に等しい数だけ場に出す。
Ink-Treader Nephilim,墨流しのネフィリム,クリーチャー ― ネフィリム,いずれかのプレイヤーがインスタント呪文かソーサリー呪文をプレイするたび、その呪文の対象が墨流しのネフィリムのみである場合、その呪文が対象とすることのできる他の各クリーチャーに対し、その呪文をコピーする。 それぞれのコピーは、それらのクリーチャーのうち別々のものを対象とする。
Yore-Tiller Nephilim,過去耕しのネフィリム,クリーチャー ― ネフィリム,過去耕しのネフィリムが攻撃に参加するたび、あなたの墓地にあるクリーチャー・カード１枚を対象とし、それをタップ状態かつ攻撃に参加している状態で場に戻す。
Glint-Eye Nephilim,光り眼のネフィリム,クリーチャー ― ネフィリム,"光り眼のネフィリムがいずれかのプレイヤーに戦闘ダメージを与えるたび、その点数に等しい枚数のカードを引く。
{1}, カードを１枚捨てる：光り眼のネフィリムはターン終了時まで＋１/＋１の修整を受ける。"
Sword of the Paruns,パルンズの剣,アーティファクト ― 装備品,"装備しているクリーチャーがタップ状態であるかぎり、あなたがコントロールするタップ状態のクリーチャーは＋２/＋０の修整を受ける。
装備しているクリーチャーがアンタップ状態であるかぎり、あなたがコントロールするアンタップ状態のクリーチャーは＋０/＋２の修整を受ける。
{3}：装備しているクリーチャーをタップまたはアンタップする。
装備 {3}"
Mizzium Transreliquat,ミジウムの変成体,アーティファクト,"{3}：アーティファクト１つを対象とする。ミジウムの変成体はターン終了時までそれのコピーになる。
{1}{U}{R}：アーティファクト１つを対象とする。ミジウムの変成体はそれのコピーになり、この能力を得る。"
Wildsize,野生の寸法,インスタント,"クリーチャー１体を対象とする。それはターン終了時まで＋２/＋２の修整を受けるとともにトランプルを得る。
カードを１枚引く。"
Gruul War Plow,グルールの戦鍬,アーティファクト,"あなたがコントロールするクリーチャーはトランプルを持つ。
{1}{R}{G}：グルールの戦鍬は、ターン終了時まで４/４の巨大戦車アーティファクト・クリーチャーになる。"
Poisonbelly Ogre,毒腹のオーガ,クリーチャー ― オーガ・戦士,他のクリーチャーが場に出るたび、それのコントローラーは１点のライフを失う。
Demonfire,悪魔火,ソーサリー,"クリーチャー１体かプレイヤー１人を対象とする。悪魔火はそれにＸ点のダメージを与える。 このターン、これによりダメージを与えられたクリーチャーがいずれかの墓地に置かれる場合、代わりにそれをゲームから取り除く。
#暴勇# ― あなたの手札にカードが無い場合、悪魔火は呪文や能力によって打ち消されず、そのダメージは軽減されない。"
Freewind Equenaut,自由風の乗馬兵,クリーチャー ― 人間・射手,"飛行
自由風の乗馬兵がエンチャントされているかぎり、それは「{T}：攻撃やブロックに参加しているクリーチャー１体を対象とする。自由風の乗馬兵はそれに２点のダメージを与える。」の能力を持つ。"
Psychic Possession,精神の占有,エンチャント ― オーラ,"エンチャント（対戦相手）
あなたのドロー・ステップを飛ばす。
エンチャントされている対戦相手がカードを引くたび、あなたはカードを１枚引いてもよい。"
Cackling Flames,大笑いの炎,インスタント,"クリーチャー１体かプレイヤー１人を対象とする。大笑いの炎はそれに３点のダメージを与える。
#暴勇# ― あなたの手札にカードが無い場合、代わりに大笑いの炎はそれに５点のダメージを与える。"
Trial/Error,試行,インスタント,"クリーチャー１体を対象とし、そのクリーチャーをブロックしているかそのクリーチャーにブロックされているすべてのクリーチャーをオーナーの手札に戻す。
//
錯誤
{U}{B}
インスタント
多色の呪文１つを対象とし、それを打ち消す。"
Mistral Charger,北風乗り,クリーチャー ― ペガサス,飛行
Sporeback Troll,胞子背のトロール,クリーチャー ― トロール・ミュータント,"移植 ２ #（このクリーチャーは＋１/＋１カウンターを２個置かれた状態で場に出る。 他のクリーチャーが場に出るたび、あなたはこのクリーチャーの＋１/＋１カウンターを１個、それの上に移動してもよい。）#
{1}{G}：＋１/＋１カウンターが置かれているクリーチャー１体を対象とし、それを再生する。"
Flash Foliage,瞬間群葉,インスタント,"あなたを攻撃しているクリーチャー１体を対象とし、それをブロックしている緑の１/１の苗木クリーチャー・トークンを１体場に出す。
カードを１枚引く。"
Court Hussar,宮廷の軽騎兵,クリーチャー ― ヴィダルケン・騎士,"警戒
宮廷の軽騎兵が場に出たとき、あなたのライブラリーの一番上から３枚のカードを見て、そのうち１枚をあなたの手札に加え、残りをあなたのライブラリーの一番下に望む順番で置く。
宮廷の軽騎兵が場に出たとき、それをプレイするために{W}が支払われていないかぎり、それを生け贄に捧げる。"
Haazda Shield Mate,ハズダーの盾兵,クリーチャー ― 人間・兵士,"あなたのアップキープの開始時に、あなたが{W}{W}を支払わないかぎり、ハズダーの盾兵を生け贄に捧げる。
{W}：このターン、次にあなたが選んだいずれかの発生源１つがあなたに与えるダメージをすべて軽減し、０にする。"
Ratcatcher,鼠狩り,クリーチャー ― オーガ・ならず者,"畏怖
あなたのアップキープの開始時に、あなたはあなたのライブラリーからネズミ・カードを１枚探してもよい。そうしたなら、それを公開して、あなたの手札に加える。 そうした場合、あなたのライブラリーを切り直す。"
Safe Haven,隠れ家,土地,"{2}, {T}：あなたがコントロールするクリーチャー１体を対象とし、それをゲームから取り除く。
あなたのアップキープの開始時に、あなたは隠れ家を生け贄に捧げてもよい。 そうした場合、隠れ家によってゲームから取り除かれた各カードを、それぞれのオーナーのコントロール下で場に出す。"
Utvara Scalper,ウトヴァラの頭剥ぎ,クリーチャー ― ゴブリン・スカウト,"飛行
ウトヴァラの頭剥ぎは、可能なら毎ターン攻撃に参加する。"
Biomantic Mastery,生術の熟達,ソーサリー,"#（{GU}は{G}でも{U}でも支払うことができる。）#
プレイヤー１人と、他のプレイヤー１人を対象とする。一方のプレイヤーがコントロールするクリーチャーの総数と同じ枚数のカードを引き、その後もう一方のプレイヤーがコントロールするクリーチャーの総数と同じ枚数のカードを引く。"
Evil Eye of Orms-by-Gore,オームズ＝バイ＝ゴアの邪眼,クリーチャー ― 眼,"あなたがコントロールする眼でないクリーチャーは攻撃できない。
オームズ＝バイ＝ゴアの邪眼は壁以外によってブロックされない。"
Pillar of the Paruns,パルンズの柱,土地,{T}：あなたのマナ・プールに、好きな色１色のマナ１点を加える。 このマナは多色の呪文をプレイするためにのみ使用できる。
Goblin Snowman,ゴブリンの雪だるま,クリーチャー ― ゴブリン,"ゴブリンの雪だるまがブロックするたび、このターン、それに与えられる戦闘ダメージと、それが与える戦闘ダメージをすべて軽減し、０にる。
{T}：ゴブリンの雪だるまがブロックしているクリーチャー１体を対象とする。ゴブリンの雪だるまはそれに１点のダメージを与える。"
Spell Snare,呪文嵌め,インスタント,点数で見たマナ・コストが２の呪文１つを対象とし、それを打ち消す。
Hunting Moa,狩りをする恐鳥,クリーチャー ― 鳥,"エコー {2}{G} #（あなたのアップキープの開始時に、これが直前のあなたのアップキープの開始時よりも後にあなたのコントロール下になっていた場合、それのエコー・コストを支払わないかぎり、それを生け贄に捧げる。）#
狩りをする恐鳥が場に出るか場からいずれかの墓地に置かれるかするたび、クリーチャー１体を対象とし、それの上に＋１/＋１カウンターを１個置く。"
Icatian Javelineers,アイケイシアの投槍兵,クリーチャー ― 人間・兵士,"アイケイシアの投槍兵はその上に投槍カウンターが１個置かれた状態で場に出る。
{T}, アイケイシアの投槍兵から投槍カウンターを１個取り除く：クリーチャー１体かプレイヤー１人を対象とする。アイケイシアの投槍兵はそれに１点のダメージを与える。"
Swift Silence,素早い静寂,インスタント,他のすべての呪文を打ち消す。 これにより打ち消された呪文の総数に等しい枚数のカードを引く。
Crime/Punishment,罪,ソーサリー,"いずれかの対戦相手の墓地にあるクリーチャー・カード１枚かエンチャント・カード１枚を対象とし、それをあなたのコントロール下で場に出す。
//
罰
{X}{B}{G}
ソーサリー
点数で見たマナ・コストがＸの各アーティファクトと各エンチャントと各クリーチャーを破壊する。"
Plaxmanta,粘体マンタ,クリーチャー ― ビースト,"あなたは粘体マンタを、あなたがインスタントをプレイできるときならいつでもプレイしてよい。
粘体マンタが場に出たとき、このターン、あなたがコントロールするクリーチャーは呪文や能力の対象にならない。
粘体マンタが場に出たとき、それをプレイするために{G}が支払われていないかぎり、それを生け贄に捧げる。"
Dauthi Slayer,ダウスィーの殺害者,クリーチャー ― ダウスィー・兵士,"シャドー #（このクリーチャーは、シャドーを持つクリーチャーのみをブロックでき、ブロックされる。）#
ダウスィーの殺害者は各ターン可能なら攻撃に参加する。"
Flying Men,空飛ぶ男,クリーチャー ― 人間,飛行
Vigean Hydropon,ヴィグの水植物,クリーチャー ― 植物・ミュータント,"移植 ５ #（このクリーチャーは＋１/＋１カウンターを５個置かれた状態で場に出る。 他のクリーチャーが場に出るたび、あなたはこのクリーチャーの＋１/＋１カウンターを１個、それの上に移動してもよい。）#
ヴィグの水植物は攻撃やブロックに参加できない。"
Ghost Ship,幽霊船,クリーチャー ― スピリット,"飛行
{U}{U}{U}：幽霊船を再生する。"
Hail Storm,雹の嵐,インスタント,雹の嵐は各攻撃クリーチャーにそれぞれ２点のダメージを与え、あなたとあなたがコントロールする各クリーチャーにそれぞれ１点のダメージを与える。
Browbeat,怒鳴りつけ,ソーサリー,プレイヤー1人を対象とする。いずれのプレイヤーも、「怒鳴りつけは自分に５点のダメージを与える。」を選んでよい。 誰もそうしない場合、対象となったプレイヤーはカードを３枚引く。
Stormscale Anarch,嵐鱗の反乱者,クリーチャー ― ヴィーアシーノ・シャーマン,"{2}{R}, カードを無作為に１枚捨てる：クリーチャー１体かプレイヤー１人を対象とする。嵐鱗の反乱者はそれに２点のダメージを与える。 捨てられたカードが多色だった場合、代わりに嵐鱗の反乱者はそれに４点のダメージを与える。"
Stalking Vengeance,忍び寄る復讐,クリーチャー ― アバター,"速攻
あなたがコントロールする他のクリーチャーが場からいずれかの墓地に置かれるたび、プレイヤー１人を対象とする。そのクリーチャーはそのプレイヤーに、自身のパワーに等しい点数のダメージを与える。"
Disenchant,解呪,インスタント,アーティファクト１つかエンチャント１つを対象とし、それを破壊する。
Squealing Devil,奇声の悪魔,クリーチャー ― デビル,"畏怖
奇声の悪魔が場に出たとき、クリーチャー１体を対象とする。あなたは{X}を支払ってもよい。 そうした場合、そのクリーチャーはターン終了時まで＋X/＋０の修整を受ける。
奇声の悪魔が場に出たとき、それをプレイするために{B}が支払われていないかぎり、それを生け贄に捧げる。"
Bond of Agony,苦悶の結合,ソーサリー,"苦悶の結合をプレイするための追加コストとして、Ｘ点のライフを支払う。
他の各プレイヤーはＸ点のライフを失う。"
Blessing of the Nephilim,ネフィリムの祝福,エンチャント ― オーラ,"エンチャント（クリーチャー）
エンチャントされているクリーチャーは、それの各色につき＋１/＋１の修整を受ける。"
Infernal Tutor,冥府の教示者,ソーサリー,"あなたの手札にあるカードを１枚公開する。 あなたのライブラリーからそのカードと同じ名前のカードを１枚探し、公開してあなたの手札に加え、その後あなたのライブラリーを切り直す。
#暴勇# ― あなたの手札にカードが無い場合、代わりにあなたのライブラリーからカードを１枚探して手札に加え、その後あなたのライブラリーを切り直す。"
Carom,玉突き衝突,インスタント,"クリーチャー１体を対象とし、他のクリーチャー１体を対象とする。このターン、次にその前者に与えられるダメージを１点、代わりにその後者に与える。
カードを１枚引く。"
Cytospawn Shambler,細胞卵のシャンブラー,クリーチャー ― エレメンタル・ミュータント,"移植 ６ #（このクリーチャーは＋１/＋１カウンターを６個置かれた状態で場に出る。 他のクリーチャーが場に出るたび、あなたはこのクリーチャーの＋１/＋１カウンターを１個、それの上に移動してもよい。）#
{G}：＋１/＋１カウンターが置かれているクリーチャー１体を対象とする。それはターン終了時までトランプルを得る。"
Silkwing Scout,絹羽の斥候,クリーチャー ― フェアリー・スカウト,"飛行
{G}, 絹羽の斥候を生け贄に捧げる：あなたのライブラリーから基本土地カードを１枚探し、そのカードをタップ状態で場に出す。 その後あなたのライブラリーを切り直す。"
Hide/Seek,隠匿,インスタント,"アーティファクト１つかエンチャント１つを対象とし、それをオーナーのライブラリーの一番下に置く。
//
探求
{W}{B}
インスタント
対戦相手１人を対象とし、そのプレイヤーのライブラリーからカードを１枚探し、そのカードをゲームから取り除く。 あなたはそれの点数で見たマナ・コストに等しい点数のライフを得る。 その後、そのプレイヤーは自分のライブラリーを切り直す。"
Celestial Ancient,天界の古霊,クリーチャー ― エレメンタル,"飛行
あなたがエンチャント呪文をプレイするたび、あなたがコントロールする各クリーチャーの上に＋１/＋１カウンターを１個ずつ置く。"
Might of the Nephilim,ネフィリムの力,インスタント,クリーチャー１体を対象とする。それはターン終了時まで、自身の色１色につき＋２/＋２の修整を受ける。
Vigean Graftmage,ヴィグの移植術師,クリーチャー ― ヴィダルケン・ウィザード・ミュータント,"移植 ２ #（このクリーチャーは＋１/＋１カウンターを２個置かれた状態で場に出る。 他のクリーチャーが場に出るたび、あなたはこのクリーチャーの＋１/＋１カウンターを１個、それの上に移動してもよい。）#
{1}{U}：＋１/＋１カウンターが置かれているクリーチャー１体を対象とし、それをアンタップする。"
Dread Slag,戦慄の金屑,クリーチャー ― ホラー,"トランプル
戦慄の金屑は、あなたの手札にあるカード１枚につき－４/－４の修整を受ける。"
Skullmead Cauldron,頭蓋骨酒の大鍋,アーティファクト,"{T}：あなたは１点のライフを得る。
{T}, カードを１枚捨てる：あなたは３点のライフを得る。"
Bronze Bombshell,青銅の爆弾人形,アーティファクト・クリーチャー ― 構築物,青銅の爆弾人形のオーナー以外のプレイヤーがそれをコントロールするとき、そのプレイヤーはそれを生け贄に捧げる。 そのプレイヤーがそうした場合、青銅の爆弾人形はそのプレイヤーに７点のダメージを与える。
Ocular Halo,眼球の輪,エンチャント ― オーラ,"エンチャント（クリーチャー）
エンチャントされているクリーチャーは「{T}：カードを１枚引く。」の能力を持つ。
{W}：エンチャントされているクリーチャーはターン終了時まで警戒を得る。"
Grand Arbiter Augustin IV,アウグスティン四世大判事,伝説のクリーチャー ―  人間・アドバイザー,"あなたがプレイする白の呪文は、プレイするためのコストが{1}少なくなる。
あなたがプレイする青の呪文は、プレイするためのコストが{1}少なくなる。
対戦相手がプレイする呪文は、プレイするためのコストが{1}多くなる。"
Crypt Champion,墓所の勇者,クリーチャー ― ゾンビ,"二段攻撃
墓所の勇者が場に出たとき、各プレイヤーはそれぞれ自分の墓地にある点数で見たマナ・コストが３以下のクリーチャー・カードを１枚場に出す。
墓所の勇者が場に出たとき、それをプレイするために{R}が支払われていないかぎり、それを生け贄に捧げる。"
Flame-Kin War Scout,炎の血族の戦場偵察兵,クリーチャー ― エレメンタル・スカウト,他のクリーチャーが場に出たとき、炎の血族の戦場偵察兵を生け贄に捧げる。 そうした場合、炎の血族の戦場偵察兵はそのクリーチャーに４点のダメージを与える。
Psychotic Fury,病的な憤激,インスタント,"多色のクリーチャー１体を対象とする。それはターン終了時まで二段攻撃を得る。
カードを１枚引く。"
