Rhox,Rhox,Creatura — Bestia,"Puoi fare infliggere dal Rhox il suo danno da combattimento al giocatore in difesa come se non fosse bloccato.
{2}{G}: Rigenera il Rhox. #(La prossima volta che questa creatura sta per essere distrutta in questo turno, non viene distrutta. Invece TAPpala, rimuovi da essa tutto il danno e rimuovila dal combattimento.)#"
Ascendant Evincar,Evincaro Dominante,Creatura Leggendaria — Vampiro,"Volare #(Questa creatura non può essere bloccata tranne che da creature con volare o raggiungere.)#
Le altre creature nere prendono +1/+1.
Le creature non nere prendono -1/-1."
Faerie Conclave,Conclave Fatato,Terra,"Il Conclave Fatato entra in gioco TAPpato.
{T}: Aggiungi {U} alla tua riserva di mana.
{1}{U}: Il Conclave Fatato diventa una creatura Spiritello 2/1 blu con volare fino alla fine del turno. E’ ancora una terra. #(Non può essere bloccata tranne che da creature con volare o raggiungere.)#"
Platinum Angel,Angelo di Platino,Creatura Artefatto — Angelo,"Volare
Non puoi perdere la partita e i tuoi avversari non possono vincere la partita."
Razormane Masticore,Masticora Chioma-Lama,Creatura Artefatto,"Attacco improvviso
All’inizio del tuo mantenimento, sacrifica la Masticora Chioma-Lama a meno che scarti una carta dalla tua mano.
All’inizio della tua acquisizione, puoi far infliggere 3 danni dalla Masticora Chioma-Lama a una creatura bersaglio."
March of the Machines,Marcia delle Macchine,Incantesimo,Ogni artefatto non creatura è una creatura artefatto con forza e costituzione pari al suo costo di mana convertito. #(Un Equipaggiamento che è una creatura non può equipaggiare una creatura.)#
Spawning Pool,Pozza d'Incubazione,Terra,"La Pozza d’Incubazione entra in gioco TAPpata.
{T}: Aggiungi {B} alla tua riserva di mana.
{1}{B}: La Pozza d’Incubazione diventa una creatura Scheletro 1/1 nera con “{B}: Rigenera questa creatura” fino alla fine del turno. E’ ancora una terra. #(Se rigenera, la prossima volta che sta per essere distrutta in questo turno, non viene distrutta. Invece TAPpala, rimuovi da essa tutto il danno e rimuovila dal combattimento.)#"
Ghitu Encampment,Accampamento Ghitu,Terra,"L’Accampamento Ghitu entra in gioco TAPpato.
{T}: Aggiungi {R} alla tua riserva di mana.
{1}{R}: L’Accampamento Ghitu diventa una creatura Guerriero 2/1 rossa con attacco improvviso fino alla fine del turno. E’ ancora una terra. #(Infligge danno da combattimento prima delle creature senza attacco improvviso.)#"
Mimeofacture,Mimofattura,Stregoneria,"Replicare {3}{U} #(Quando giochi questa magia, copiala ogni volta che paghi il suo costo di replica. Puoi scegliere nuovi bersagli per le copie.)#
Scegli un permanente bersaglio controllato da un avversario. Passa in rassegna il grimorio di quel giocatore, scegli una carta con lo stesso nome e mettila in gioco sotto il tuo controllo. Poi quel giocatore rimescola il proprio grimorio."
Streetbreaker Wurm,Wurm Spaccastrade,Creatura — Wurm,
Giant Solifuge,Solifugo Gigante,Creatura — Insetto,"#({RG} può essere pagato con {R} o {G}.)#
Travolgere, rapidità
Il Solifugo Gigante non può essere bersaglio di magie o abilità."
Sacred Mesa,Mesa Inviolabile,Incantesimo,"All’inizio del tuo mantenimento, sacrifica la Mesa Inviolabile a meno che non sacrifichi un Pegaso.
{1}{W}: Metti in gioco una pedina creatura Pegaso 1/1 bianca con volare."
Valor,Il Valore,Creatura — Incarnazione,"Attacco improvviso
Fintanto che Il Valore è nel tuo cimitero e controlli almeno una Pianura, le creature che controlli hanno attacco improvviso."
Chronatog Totem,Totem dell'Atog Temporale,Artefatto,"{T}: Aggiungi {U} alla tua riserva di mana.
{1}{U}: Il Totem dell’Atog Temporale diventa una creatura artefatto Atog 1/2 blu fino alla fine del turno.
{0}: Il Totem dell’Atog Temporale prende +3/+3 fino alla fine del turno. Salta il tuo prossimo turno. Gioca questa abilità solo una volta per turno e solo se il Totem dell’Atog Temporale è una creatura."
Dandan,Dandân,Creatura — Pesce,"Il Dandân non può attaccare a meno che il giocatore in difesa non controlli un’Isola.
Quando non controlli Isole, sacrifica il Dandân."
Tendrils of Corruption,Tentacoli della Corruzione,Istantaneo,"I Tentacoli della Corruzione infliggono X danni a una creatura bersaglio e tu guadagni X punti vita, dove X è pari al numero di Paludi che controlli."
Disintegrate,Disintegrazione,Stregoneria,"La Disintegrazione infligge X danni a una creatura o a un giocatore bersaglio. Quella creatura non può essere rigenerata in questo turno. Se la creatura sta per essere messa in un cimitero in questo turno, rimuovila invece dal gioco."
Stormscape Familiar,Famiglio Tempestologo,Creatura — Uccello,"Volare
Le magie bianche e le magie nere che giochi costano {1} in meno per essere giocate."
Sengir Autocrat,Autocrate di Sengir,Creatura — Umano,"Quando l’Autocrate di Sengir entra in gioco, metti in gioco tre pedine creatura Servo 0/1 nere.
Quando l’Autocrate di Sengir lascia il gioco, rimuovi dal gioco tutte le pedine Servo."
Celestial Dawn,Alba Celestiale,Incantesimo,"Le terre che controlli sono Pianure.
Le carte non terra che possiedi che non sono in gioco, le magie che controlli e i permanenti non terra che controlli sono bianchi.
Puoi spendere mana bianco come se fosse mana di qualsiasi colore. Puoi spendere altro mana solo come se fosse mana incolore."
Lord of Atlantis,Signore di Atlantide,Creatura — Signore Tritone,Gli altri Tritoni prendono +1/+1 e hanno passa-Isole.
Savage Thallid,Thallid Selvaggia,Creatura — Fungus,"All’inizio del tuo mantenimento, metti un segnalino spora sulla Thallid Selvaggia.
Rimuovi tre segnalini spora dalla Thallid Selvaggia: Metti in gioco una pedina creatura Saprolingio 1/1 verde.
Sacrifica un Saprolingio: Rigenera un Fungus bersaglio."
Soul Collector,Collezionista di Anime,Creatura — Vampiro,"Volare
Ogniqualvolta una creatura alla quale il Collezionista di Anime ha inflitto danno in questo turno viene messa in un cimitero, rimetti in gioco quella carta sotto il tuo controllo.
Metamorfosi {B}{B}{B} #(Puoi giocare questa carta a faccia in giù come una creatura 2/2 pagando {3}. Girala a faccia in su in qualsiasi momento pagando il suo costo di metamorfosi.)#"
"Akroma, Angel of Wrath","Akroma, Angelo della Distruzione",Creatura Leggendaria — Angelo,"Volare, attacco improvviso, cautela, travolgere, rapidità, protezione dal nero, protezione dal rosso"
Orgg,Orgg,Creatura — Orgg,"Travolgere
L’Orgg non può attaccare se il giocatore in difesa controlla una creatura STAPpata con forza pari o superiore a 3.
L’Orgg non può bloccare creature con forza pari o superiore a 3."
Essence Sliver,Tramutante dell'Essenza,Creatura — Tramutante,"Ogniqualvolta un Tramutante infligge danno, il suo controllore guadagna un pari ammontare di punti vita."
Watcher Sliver,Tramutante Osservatore,Creatura — Tramutante,Tutti i Tramutanti prendono +0/+2.
Scragnoth,Scragnoth,Creatura — Bestia,"Lo Scragnoth non può essere neutralizzato.
Protezione dal blu"
Whispers of the Muse,Sussurri della Musa,Istantaneo,"Riscatto {5} #(Puoi spendere {5} addizionale mentre giochi questa magia. Se lo fai, riprendi in mano questa carta quando si risolve.)#
Pesca una carta."
Foriysian Interceptor,Intercettatore di Foriys,Creatura — Soldato Umano,"Lampo #(Puoi giocare questa magia in ogni momento in cui potresti giocare un istantaneo.)#
Difensore
L’Intercettatore di Foriys può bloccare una creatura addizionale."
Flowstone Channeler,Incanalatore di Mutaroccia,Creatura — Mutamagia Umano,"{1}{R}, {T}, Scarta una carta: Una creatura bersaglio prende +1/-1 e ha rapidità fino alla fine del turno."
Temporal Isolation,Isolamento Temporale,Incantesimo — Aura,"Lampo #(Puoi giocare questa magia in ogni momento in cui potresti giocare un istantaneo.)#
Incanta creatura
La creatura incantata ha ombra. #(Può bloccare o essere bloccato solo da creature con ombra.)#
Previeni tutto il danno che verrebbe inflitto dalla creatura incantata."
Swamp Mosquito,Zanzara delle Paludi,Creatura — Insetto,"Volare
Ogniqualvolta la Zanzara delle Paludi attacca e non viene bloccata, il giocatore in difesa prende un segnalino veleno. #(Un giocatore con dieci o più segnalini veleno perde la partita.)#"
Pull from Eternity,Richiamo dall'Eternità,Istantaneo,Metti una carta rimossa dal gioco a faccia in su bersaglio nel cimitero del suo proprietario.
Mana Skimmer,Schiumatrice di Mana,Creatura — Sanguisuga,"Volare
Ogniqualvolta la Schiumatrice di Mana infligge danno a un giocatore, TAPpa una terra bersaglio controllata da quel giocatore. Quella terra non STAPpa durante il prossimo STAP del suo controllore."
Wall of Roots,Muro di Radici,Creatura — Muro Pianta,"Difensore
Metti un segnalino -0/-1 sul Muro di Radici: Aggiungi {G} alla tua riserva di mana. Gioca questa abilità solo una volta per turno."
Kobold Taskmaster,Sorvegliante dei Coboldi,Creatura — Coboldo,Gli altri Coboldi che controlli prendono +1/+0.
Auratog,Auratog,Creatura — Atog,Sacrifica un incantesimo: L’Auratog prende +2/+2 fino alla fine del turno.
Crookclaw Transmuter,Trasmutatore Artiglio Curvo,Creatura — Mago Uccello,"Lampo #(Puoi giocare questa magia in ogni momento in cui potresti giocare un istantaneo.)#
Volare
Quando il Trasmutatore Artiglio Curvo entra in gioco, scambia forza e costituzione di una creatura bersaglio fino alla fine del turno."
Arcane Spyglass,Cannocchiale Arcano,Artefatto,"{2}, {T}, Sacrifica una terra: Pesca una carta e metti un segnalino carica sul Cannocchiale Arcano.
Rimuovi tre segnalini carica dal Cannocchiale Arcano: Pesca una carta."
Witch-Maw Nephilim,Nephilim Stregafauci,Creatura — Nephilim,"Ogniqualvolta giochi una magia, puoi mettere due segnalini +1/+1 sul Nephilim Stregafauci.
Ogniqualvolta il Nephilim Stregafauci attacca, guadagna travolgere fino alla fine del turno se la sua forza è pari o superiore a 10."
Dune-Brood Nephilim,Nephilim Dunecreato,Creatura — Nephilim,"Ogniqualvolta il Nephilim Dunecreato infligge danno da combattimento a un giocatore, metti in gioco una pedina creatura Sabbia 1/1 incolore per ogni terra che controlli."
Ink-Treader Nephilim,Nephilim Sbaffainchiostro,Creatura — Nephilim,"Ogniqualvolta un giocatore gioca una magia istantaneo o stregoneria, se il Nephilim Sbaffainchiostro è l’unico bersaglio di quella magia, copia la magia per ciascuna altra creatura che potrebbe esserne bersaglio. Ogni copia ha come bersaglio una creatura diversa fra queste."
Yore-Tiller Nephilim,Nephilim Riesumapassato,Creatura — Nephilim,"Ogniqualvolta il Nephilim Riesumapassato attacca, rimetti in gioco una carta creatura bersaglio dal tuo cimitero, TAPpata e attaccante."
Glint-Eye Nephilim,Nephilim Occhiobrillante,Creatura — Nephilim,"Ogniqualvolta il Nephilim Occhiobrillante infligge danno da combattimento a un giocatore, tu peschi altrettante carte.
{1}, Scarta una carta: Il Nephilim Occhiobrillante prende +1/+1 fino alla fine del turno."
Sword of the Paruns,Spada dei Paruns,Artefatto — Equipaggiamento,"Fintanto che la creatura equipaggiata è TAPpata, le creature TAPpate che controlli prendono +2/+0.
Fintanto che la creatura equipaggiata è STAPpata, le creature STAPpate che controlli prendono +0/+2.
{3}: TAPpa o STAPpa la creatura equipaggiata.
Equipaggiare {3}"
Mizzium Transreliquat,Transreliquia Mizzium,Artefatto,"{3}: La Transreliquia Mizzium diventa una copia di un artefatto bersaglio fino alla fine del turno.
{1}{U}{R}: La Transreliquia Mizzium diventa una copia di un artefatto bersaglio e guadagna questa abilità."
Wildsize,Smisurante,Istantaneo,"La creatura bersaglio prende +2/+2 e guadagna travolgere fino alla fine del turno.
Pesca una carta."
Gruul War Plow,Aratro da Guerra Gruul,Artefatto,"Le creature che controlli hanno travolgere.
{1}{R}{G}: L’Aratro da Guerra Gruul diventa una creatura artefatto Juggernaut 4/4 fino alla fine del turno."
Poisonbelly Ogre,Ogre Velenoventre,Creatura — Guerriero Ogre,"Ogniqualvolta un’altra creatura entra in gioco, il suo controllore perde 1 punto vita."
Demonfire,Fuoco Demoniaco,Stregoneria,"Il Fuoco Demoniaco infligge X danni a una creatura o a un giocatore bersaglio. Se una creatura a cui è stato inflitto danno in questo modo sta per essere messa in un cimitero in questo turno, invece rimuovila dal gioco.
#Determinazione# — Se non hai carte in mano, il Fuoco Demoniaco non può essere neutralizzato da magie o abilità e il danno non può essere prevenuto."
Freewind Equenaut,Equinauta del Ventolibero,Creatura — Arciere Umano,"Volare
Fintanto che è incantata, l’Equinauta del Ventolibero ha “{T}: L’Equinauta del Ventolibero infligge 2 danni a una creatura bersaglio attaccante o bloccante.”"
Psychic Possession,Possessione Psichica,Incantesimo — Aura,"Incanta avversario
Salta la tua acquisizione.
Ogniqualvolta l’avversario incantato pesca una carta, puoi pescare una carta."
Cackling Flames,Fiamme Crepitanti,Istantaneo,"Le Fiamme Crepitanti infliggono 3 danni a una creatura o a un giocatore bersaglio.
#Determinazione# — Invece le Fiamme Crepitanti infliggono 5 danni a quella creatura o a quel giocatore se non hai carte in mano."
Trial/Error,Prova,Istantaneo,"I proprietari riprendono in mano tutte le creature che bloccano o che sono bloccate dalla creatura bersaglio.
//
Riprova
{U}{B}
Istantaneo
Neutralizza una magia multicolore bersaglio."
Mistral Charger,Destriero del Maestrale,Creatura — Pegaso,Volare
Sporeback Troll,Troll Dorsospora,Creatura — Mutante Troll,"Innesto 2 #(Questa creatura entra in gioco con due segnalini +1/+1. Ogniqualvolta un’altra creatura entra in gioco, puoi spostare un segnalino +1/+1 da questa creatura alla nuova.)#
{1}{G}: Rigenera una creatura bersaglio con un segnalino +1/+1."
Flash Foliage,Fogliame Balenante,Istantaneo,"Metti in gioco una pedina creatura Saprolingio 1/1 verde a bloccare una creatura bersaglio che ti sta attaccando.
Pesca una carta."
Court Hussar,Ussaro di Corte,Creatura — Cavaliere Vedalken,"Cautela
Quando l’Ussaro di Corte entra in gioco, guarda le prime tre carte del tuo grimorio, poi aggiungi una di esse alla tua mano e metti le rimanenti in fondo al tuo grimorio nell’ordine che preferisci.
Quando l’Ussaro di Corte entra in gioco, sacrificalo a meno che sia stato speso {W} per giocarlo."
Haazda Shield Mate,Compagno di Scudo Haazda,Creatura — Soldato Umano,"All’inizio del tuo mantenimento, sacrifica il Compagno di Scudo Haazda a meno che tu spenda {W}{W}.
{W}: La prossima volta che una fonte a tua scelta ti sta per infliggere danno in questo turno, previeni quel danno."
Ratcatcher,Acchiapparatti,Creatura — Farabutto Ogre,"Paura
All’inizio del tuo mantenimento, puoi passare in rassegna il tuo grimorio, scegliere una carta Ratto, rivelarla e aggiungerla alla tua mano. Se lo fai, rimescola il tuo grimorio."
Safe Haven,Rifugio Sicuro,Terra,"{2}, {T}: Rimuovi dal gioco una creatura bersaglio che controlli.
All’inizio del tuo mantenimento, puoi sacrificare il Rifugio Sicuro. Se lo fai, rimetti in gioco tutte le carte rimosse dal gioco con Rifugio Sicuro sotto il controllo dei loro proprietari."
Utvara Scalper,Scotennatore di Utvara,Creatura — Esploratore Goblin,"Volare
Lo Scotennatore di Utvara attacca ogni turno se possibile."
Biomantic Mastery,Supremazia Biomantica,Stregoneria,"#({GU} può essere pagato con {G} o {U}.)#
Pesca una carta per ogni creatura controllata da un giocatore bersaglio, quindi pesca una carta per ogni creatura controllata da un altro giocatore bersaglio."
Evil Eye of Orms-by-Gore,Occhio Malefico di Orms,Creatura — Occhio,"Le creature non Occhio che controlli non possono attaccare.
L’Occhio Malefico di Orms non può essere bloccato tranne che da creature Muro."
Pillar of the Paruns,Pilastro dei Paruns,Terra,{T}: Aggiungi un mana di qualsiasi colore alla tua riserva. Spendi questo mana solo per giocare una magia multicolore.
Goblin Snowman,Pupazzo di Neve dei Goblin,Creatura — Goblin,"Ogniqualvolta il Pupazzo di Neve dei Goblin blocca, previeni tutto il danno da combattimento che infliggerebbe e che gli verrebbe inflitto in questo turno.
{T}: Il Pupazzo di Neve dei Goblin infligge 1 danno alla creatura bersaglio che sta bloccando."
Spell Snare,Trappola per Magie,Istantaneo,Neutralizza una magia bersaglio con costo di mana convertito pari a 2.
Hunting Moa,Moa Cacciatore,Creatura — Uccello,"Eco {2}{G} #(All’inizio del tuo mantenimento, se questo permanente è entrato sotto il tuo controllo dall’inizio del tuo ultimo mantenimento, sacrificalo a meno che non paghi il suo costo di eco.)#
Ogniqualvolta il Moa Cacciatore entra in gioco o finisce in un cimitero dal gioco, metti un segnalino +1/+1 su una creatura bersaglio."
Icatian Javelineers,Giavellottieri di Icatia,Creatura — Soldato Umano,"I Giavellottieri di Icatia entrano in gioco con un segnalino giavellotto su di essi.
{T}, Rimuovi un segnalino giavellotto dai Giavellottieri di Icatia: I Giavellottieri di Icatia infliggono 1 danno a una creatura o a un giocatore bersaglio."
Swift Silence,Silenzio Repentino,Istantaneo,Neutralizza tutte le altre magie Pesca una carta per ogni magia neutralizzata in questo modo.
Crime/Punishment,Delitto,Stregoneria,"Metti in gioco sotto il tuo controllo una carta creatura o incantesimo bersaglio dal cimitero di un avversario.
//
Castigo
{X}{B}{G}
Stregoneria
Distruggi ogni artefatto, creatura e incantesimo con costo di mana convertito pari a X."
Plaxmanta,Plaxmanta,Creatura — Bestia,"Puoi giocare la Plaxmanta in qualsiasi momento in cui potresti giocare un istantaneo.
Quando la Plaxmanta entra in gioco, le creature che controlli non possono essere bersaglio di magie o abilità in questo turno.
Quando la Plaxmanta entra in gioco, sacrificala a meno che sia stato speso {G} per giocarla."
Dauthi Slayer,Uccisore Dauthi,Creatura — Soldato Dauthi,"Ombra #(Questa creatura può bloccare o essere bloccata solo da creature con ombra.)#
L’Uccisore Dauthi attacca in ogni turno se può farlo."
Flying Men,Uomini Volanti,Creatura — Umano,Volare
Vigean Hydropon,Idropone Vigeana,Creatura — Mutante Pianta,"Innesto 5 #(Questa creatura entra in gioco con cinque segnalini +1/+1. Ogniqualvolta un’altra creatura entra in gioco, puoi spostare un segnalino +1/+1 da questa creatura alla nuova.)#
L’Idropone Vigeana non può attaccare né bloccare."
Ghost Ship,Nave Fantasma,Creatura — Spirito,"Volare
{U}{U}{U}: Rigenera la Nave Fantasma."
Hail Storm,Grandinata,Istantaneo,La Grandinata infligge 2 danni a ogni creatura attaccante e 1 danno a te e a ogni creatura che controlli.
Browbeat,Tiranneggiare,Stregoneria,"Qualsiasi giocatore può farsi infliggere 5 danni dal Tiranneggiare. Se nessuno lo fa, un giocatore bersaglio pesca tre carte."
Stormscale Anarch,Anarchico Scagliatempesta,Creatura — Sciamano Viashino,"{2}{R}, Scarta una carta a caso: L’Anarchico Scagliatempesta infligge 2 danni a una creatura o a un giocatore bersaglio. Se la carta scartata era multicolore, invece l’Anarchico Scagliatempesta infligge 4 danni a quella creatura o a quel giocatore."
Stalking Vengeance,Vendetta in Agguato,Creatura — Avatar,"Rapidità
Ogniqualvolta un’altra creatura che controlli viene messa in un cimitero dal gioco, essa infligge un danno pari alla propria forza a un giocatore bersaglio."
Disenchant,Disincantare,Istantaneo,Distruggi un artefatto o un incantesimo bersaglio.
Squealing Devil,Diavolo Stridente,Creatura — Diavolo,"Paura
Quando il Diavolo Stridente entra in gioco, puoi spendere {X}.  Se lo fai, la creatura bersaglio prende +X/+0 fino alla fine del turno.
Quando il Diavolo Stridente entra in gioco, sacrificalo a meno che sia stato speso {B} per giocarlo."
Bond of Agony,Legame di Agonia,Stregoneria,"Come costo addizionale per giocare il Legame di Agonia, paga X punti vita.
Ogni altro giocatore perde X punti vita."
Blessing of the Nephilim,Benedizione del Nephilim,Incantesimo — Aura,"Incanta creatura
La creatura incantata prende +1/+1 per ciascuno dei propri colori."
Infernal Tutor,Tutore Infernale,Stregoneria,"Rivela una carta dalla tua mano Passa in rassegna il tuo grimorio, scegli una carta con lo stesso nome di quella carta, rivelala e aggiungila alla tua mano, poi rimescola il tuo grimorio.
#Determinazione# — Invece, se non hai carte in mano, passa in rassegna il tuo grimorio, scegli una carta, aggiungila alla tua mano, poi rimescola il tuo grimorio."
Carom,Carambola,Istantaneo,"Il prossimo punto danno che verrebbe inflitto a una creatura bersaglio in questo turno invece viene inflitto a un’altra creatura bersaglio.
Pesca una carta."
Cytospawn Shambler,Errante Citoprole,Creatura — Mutante Elementale,"Innesto 6 #(Questa creatura entra in gioco con sei segnalini +1/+1. Ogniqualvolta un’altra creatura entra in gioco, puoi spostare un segnalino +1/+1 da questa creatura alla nuova.)#
{G}: La creatura bersaglio con un segnalino +1/+1 guadagna travolgere fino alla fine del turno."
Silkwing Scout,Esploratrice Ala-di-seta,Creatura — Esploratore Spiritello,"Volare
{G}, Sacrifica l’Esploratrice Ala-di-seta: Passa in rassegna il tuo grimorio, scegli una carta terra base e mettila in gioco TAPpata. Poi rimescola il tuo grimorio."
Hide/Seek,Rimpiattino,Istantaneo,"Metti un artefatto o un incantesimo bersaglio in fondo al grimorio del suo proprietario.
//
Cercarello
{W}{B}
Istantaneo
Passa in rassegna il grimorio di un avversario bersaglio, scegli una carta e rimuovila dal gioco. Guadagni un ammontare di punti vita pari al suo costo di mana convertito. Poi quel giocatore rimescola il proprio grimorio."
Celestial Ancient,Antica Celestiale,Creatura — Elementale,"Volare
Ogniqualvolta giochi una magia incantesimo, metti un segnalino +1/+1 su ogni creatura che controlli."
Might of the Nephilim,Potenza del Nephilim,Istantaneo,La creatura bersaglio prende +2/+2 fino alla fine del turno per ciascuno dei propri colori.
Vigean Graftmage,Mago degli Innesti Vigeano,Creatura — Mago Mutante Vedalken,"Innesto 2 #(Questa creatura entra in gioco con due segnalini +1/+1. Ogniqualvolta un’altra creatura entra in gioco, puoi spostare un segnalino +1/+1 da questa creatura alla nuova.)#
{1}{U}: STAPpa una creatura bersaglio con un segnalino +1/+1."
Dread Slag,Scorie di Terrore,Creatura — Orrore,"Travolgere
Le Scorie di Terrore prendono -4/-4 per ogni carta che hai in mano."
Skullmead Cauldron,Calderone di Idrocranio,Artefatto,"{T}: Guadagni un punto vita.
{T}, Scarta una carta: Guadagni 3 punti vita."
Bronze Bombshell,Bomba di Bronzo,Creatura Artefatto — Costrutto,"Quando la Bomba di Bronzo è controllata da un giocatore diverso dal proprietario, quel giocatore la sacrifica. Se il giocatore la sacrifica, la Bomba di Bronzo gli infligge 7 danni."
Ocular Halo,Aureola Oculare,Incantesimo — Aura,"Incanta creatura
La creatura incantata ha “{T}: Pesca una carta.”
{W}: La creatura incantata guadagna cautela fino alla fine del turno."
Grand Arbiter Augustin IV,Gran Giudice Augusto IV,Creatura Leggendaria — Consigliere Umano,"Le magie bianche che giochi costano {1} in meno per essere giocate.
Le magie blu che giochi costano {1} in meno per essere giocate.
Le magie giocate dai tuoi avversari costano {1} in più per essere giocate."
Crypt Champion,Campione della Cripta,Creatura — Zombie,"Doppio attacco
Quando il Campione della Cripta entra in gioco, ogni giocatore mette in gioco una carta creatura con costo di mana convertito pari o inferiore a 3 dal proprio cimitero.
Quando il Campione della Cripta entra in gioco, sacrificalo a meno che sia stato speso {R} per giocarlo."
Flame-Kin War Scout,Esploratore Figlio del Fuoco,Creatura — Esploratore Elementale,"Quando un’altra creatura entra in gioco, sacrifica l’Esploratore Figlio del Fuoco. Se lo fai, l’Esploratore Figlio del Fuoco infligge 4 danni a quella creatura."
Psychotic Fury,Furia Psicotica,Istantaneo,"La creatura bersaglio multicolore guadagna doppio attacco fino alla fine del turno.
Pesca una carta."
Brain Pry,Estrazione Cerebrale,Stregoneria,"Nomina una carta non terra. Il giocatore bersaglio rivela la propria mano. Quel giocatore scarta una carta con quel nome. Se non può farlo, tu peschi una carta."
Proclamation of Rebirth,Proclama della Rinascita,Stregoneria,"Rimetti in gioco un massimo di tre carte creatura bersaglio con costo di mana convertito pari o inferiore a 1 dal tuo cimitero.
Previsione — {5}{W}, Rivela il Proclama della Rinascita dalla tua mano: Rimetti in gioco una carta creatura bersaglio con costo di mana convertito pari o inferiore a 1 dal tuo cimitero. #(Gioca questa abilità solo durante il tuo mantenimento e solo una volta per turno.)#"
Enemy of the Guildpact,Nemico del Patto delle Gilde,Creatura — Spirito,Protezione dai multicolore
Cytoshape,Citoforma,Istantaneo,Scegli una creatura non leggendaria in gioco. La creatura bersaglio diventa una copia di quella creatura fino alla fine del turno.
Simic Basilisk,Basilisco Simic,Creatura — Mutante Basilisco,"Innesto 3 #(Questa creatura entra in gioco con tre segnalini +1/+1. Ogniqualvolta un’altra creatura entra in gioco, puoi spostare un segnalino +1/+1 da questa creatura alla nuova.)#
{1}{G}: Fino alla fine del turno, la creatura bersaglio con un segnalino +1/+1 guadagna “Ogniqualvolta questa creatura infligge danno da combattimento a una creatura, distruggi quella creatura alla fine del combattimento.”"
Cytoplast Manipulator,Manipolatrice Citoplasta,Creatura — Mago Mutante Umano,"Innesto 2 #(Questa creatura entra in gioco con due segnalini +1/+1. Ogniqualvolta un’altra creatura entra in gioco, puoi spostare un segnalino +1/+1 da questa creatura alla nuova.)#
{U}, {T}: Prendi il controllo di una creatura bersaglio con un segnalino +1/+1 fintanto che la Manipolatrice Citoplasta rimane in gioco."
Rain of Gore,Pioggia di Sangue Rappreso,Incantesimo,"Se una magia o un’abilità sta per far guadagnare punti vita al suo controllore, invece quel giocatore perde altrettanti punti vita."
Transguild Courier,Corriere Transgilda,Creatura Artefatto — Golem,Il Corriere Transgilda è di tutti i colori #(anche se questa carta non è in gioco)#.
"Lyzolda, the Blood Witch","Lyzolda, la Strega di Sangue",Creatura Leggendaria — Chierico Umano,"{2}, Sacrifica una creatura: Lyzolda, la Strega di Sangue infligge 2 danni a una creatura o a un giocatore bersaglio se la creatura sacrificata era rossa. Pesca una carta se la creatura sacrificata era nera."
