Chronatog Totem,Totem du chronatog,Artefact,"{T} : Ajoutez {U} à votre réserve.
{1}{U} : Le Totem du chronatog devient une créature-artefact 1/2 bleue Atog jusqu’à la fin du tour.
{0} : Le Totem du chronatog gagne +3/+3 jusqu’à la fin du tour. Vous passez votre prochain tour. Ne jouez cette capacité qu’une seule fois par tour et uniquement si le Totem du chronatog est une créature."
Dandan,Dandân,Créature : poisson,"Le Dandân ne peut pas attaquer à moins que le joueur défenseur ne contrôle une île.
Quand vous ne contrôlez pas d’île, sacrifiez le Dandân."
Tendrils of Corruption,Vrilles de corruption,Éphémère,"Les Vrilles de corruption infligent X blessures à une créature ciblée et vous gagnez X points de vie, X étant le nombre de marais que vous contrôlez."
Disintegrate,Désintégration,Rituel,"La Désintégration inflige X blessures à une cible, créature ou joueur. Cette créature ne peut pas être régénérée ce tour-ci. Si cette créature devait être mise dans un cimetière ce tour-ci, retirez-la de la partie à la place."
Stormscape Familiar,Familier orageosophe,Créature : oiseau,"Vol
Les sorts blancs et les sorts noirs que vous jouez coûtent {1} de moins à jouer."
Sengir Autocrat,Autocrate sengien,Créature : humain,"Quand l’Autocrate sengien arrive en jeu, mettez en jeu trois jetons de créature 0/1 noire Serf.
Quand l’Autocrate sengien quitte le jeu, retirez de la partie tous les jetons Serf."
Celestial Dawn,Aube céleste,Enchantement,"Les terrains que vous contrôlez sont des plaines.
Les cartes non-terrain que vous possédez et qui ne sont pas en jeu, les sorts que vous contrôlez et les permanents non-terrain que vous contrôlez sont blancs.
Vous pouvez dépenser du mana blanc comme si c’était du mana de n’importe quelle couleur. Vous pouvez dépenser un autre mana uniquement comme si c’était du mana incolore."
Lord of Atlantis,Seigneur de l'Atlantide,Créature : seigneur,Tous les ondins gagnent +1/+1 et acquièrent la traversée des îles. #(Ils sont imblocables si le joueur défenseur contrôle au moins une île.)#
Savage Thallid,Thallidé sauvage,Créature : fongus,"Au début de votre entretien, mettez un marqueur « spore » sur le Thallidé sauvage.
Retirez trois marqueurs « spore » du Thallidé sauvage : Mettez en jeu un jeton de créature 1/1 verte Saprobionte.
Sacrifiez un saprobionte : Régénérez le fongus ciblé."
Soul Collector,Collecteur d'âmes,Créature : vampire,"Vol
À chaque fois qu’une créature ayant subi ce tour-ci des blessures du Collecteur d’âmes est mise dans un cimetière, renvoyez cette carte en jeu sous votre contrôle.
Mue {B}{B}{B} #(Vous pouvez jouer cette carte face cachée comme une créature 2/2 pour {3}. Retournez-la quand vous le désirez pour son coût de mue.)#"
"Akroma, Angel of Wrath","Akroma, ange de la Colère",Créature légendaire : ange,"Vol, initiative, vigilance, piétinement, célérité, protection contre le noir, protection contre le rouge"
Orgg,Orgg,Créature : orgg,"Piétinement
L’Orgg ne peut pas attaquer si le joueur défenseur contrôle une créature dégagée dont la force est supérieure ou égale à 3.
L’Orgg ne peut pas bloquer les créatures dont la force est supérieure ou égale à 3."
Essence Sliver,Slivoïde d'essence,Créature : slivoïde,"À chaque fois qu’un slivoïde inflige des blessures, son contrôleur gagne autant de points de vie."
Watcher Sliver,Slivoïde gardien,Créature : slivoïde,Tous les slivoïdes gagnent +0/+2.
Scragnoth,Scraignoss,Créature : bête,"Le Scraignoss ne peut pas être contrecarré.
Protection contre le bleu"
Whispers of the Muse,Chuchotements de la muse,Éphémère,"Rappel {5} # (Vous pouvez payer {5} supplémentaires au moment où vous jouez ce sort. Si vous faites ainsi, mettez cette carte dans votre main au moment où elle se résout.)#
Piochez une carte."
Foriysian Interceptor,Intercepteur foriysian,Créature : humain et soldat,"Flash #(Vous pouvez jouer ce sort à tout moment où vous pourriez jouer un éphémère.)#
Défenseur
L’Intercepteur foriysian peut bloquer une créature supplémentaire."
Flowstone Channeler,Canaliseur de fluipierre,Créature : humain et sortisan,"{1}{R}, {T},  défaussez-vous d’une carte : La créature ciblée gagne +1/-1 et acquiert la célérité jusqu’à la fin du tour."
Temporal Isolation,Isolation temporelle,Enchantement : aura,"Flash #(Vous pouvez jouer ce sort à tout moment où vous pourriez jouer un éphémère.)#
Enchanter : créature
La créature enchantée a la distorsion. #(Elle ne peut bloquer ou être bloquée que par des créatures avec la distorsion.)#
Prévenez toutes les blessures qui devraient être infligées par la créature enchantée."
Swamp Mosquito,Moustique des marais,Créature : insecte,"Vol
À chaque fois que le Moustique des marais attaque et qu’il n’est pas bloqué, le joueur défenseur  gagne un marqueur « poison ». #(Un joueur qui a au moins dix marqueurs « poison » perd la partie.)#"
Pull from Eternity,Attraction de l'éternité,Éphémère,Mettez la carte face visible ciblée qui est retirée de la partie dans le cimetière de son propriétaire.
Mana Skimmer,Écumeur de mana,Créature : sangsue,"Vol
À chaque fois que l’Écumeur de mana inflige des blessures à un joueur, engagez le terrain ciblé que ce joueur contrôle. Ce terrain ne se dégage pas pendant la prochaine étape de dégagement de son contrôleur."
Wall of Roots,Mur de racines,Créature : plante et mur,"Défenseur
Mettez un marqueur -0/-1 sur le Mur de racines : Ajoutez {G} à votre réserve. Ne jouez cette capacité qu’une seule fois par tour."
Kobold Taskmaster,Surveillant kobold,Créature : kobold,Les autres kobolds que vous contrôlez gagnent +1/+0.
Auratog,Auratog,Créature : atog,Sacrifiez un enchantement : L’Auratog gagne +2/+2 jusqu’à la fin du tour.
Crookclaw Transmuter,Transmutateur crocheserre,Créature : oiseau et sorcier,"Flash #(Vous pouvez jouer ce sort à tout moment où vous pourriez jouer un éphémère.)#
Vol
Quand le Transmutateur crocheserre arrive en jeu, échangez la force et l’endurance de la créature ciblée jusqu’à la fin du tour."
Arcane Spyglass,Longue-vue des arcanes,Artefact,"{2}, {T}, Sacrifiez un terrain : Piochez une carte et mettez un marqueur « charge » sur la Longue-vue des arcanes.
Retirez trois marqueurs « charge » de la Longue-vue des arcanes : Piochez une carte."
Witch-Maw Nephilim,Nephilim goétiophage,Créature : nephilim,"À chaque fois que vous jouez un sort, vous pouvez mettre deux marqueurs +1/+1 sur le Nephilim goétiophage.
À chaque fois que le Nephilim goétiophage attaque, il acquiert le piétinement jusqu’à la fin du tour si sa force est supérieure ou égale à 10."
Dune-Brood Nephilim,Nephilim géniteur des dunes,Créature : nephilim,"À chaque fois que le Nephilim géniteur des dunes inflige des blessures de combat à un joueur, mettez en jeu un jeton de créature 1/1 incolore Sable pour chaque terrain que vous contrôlez."
Ink-Treader Nephilim,Nephilim piaffencre,Créature : nephilim,"À chaque fois qu’un joueur joue un sort d’éphémère ou de rituel, si le Nephilim piaffencre est la seule cible de ce sort, copiez ce sort pour chaque autre créature que ce sort pourrait cibler. Chaque copie cible une de ces créatures différentes."
Yore-Tiller Nephilim,Nephilim laboureur d'antan,Créature : nephilim,"À chaque fois que le Nephilim laboureur d’antan attaque, renvoyez en jeu une carte de créature ciblée de votre cimetière, engagée et attaquante."
Glint-Eye Nephilim,Nephilim brillœil ,Créature : nephilim,"À chaque fois que le Nephilim brillœil inflige des blessures de combat à un joueur, piochez autant de cartes.
{1}, Défaussez-vous d’une carte : Le Nephilim brillœil gagne +1/+1 jusqu’à la fin du tour."
Sword of the Paruns,Épée des Paruns,Artefact : équipement,"Tant que la créature équipée est engagée, les créatures engagées que vous contrôlez gagnent +2/+0.
Tant que la créature équipée est dégagée, les créatures dégagées que vous contrôlez gagnent +0/+2.
{3} : Engagez ou dégagez la créature équipée.
Équipement {3}"
Mizzium Transreliquat,Transrelique en mizzium,Artefact,"{3} : La Transrelique en mizzium devient une copie de l’artefact ciblé jusqu’à la fin du tour.
{1}{U}{R} : La Transrelique en mizzium devient une copie de l’artefact ciblé et acquiert cette capacité."
Wildsize,Stature sauvage,Éphémère,"La créature ciblée gagne +2/+2 et acquiert le piétinement jusqu’à la fin du tour.
Piochez une carte."
Gruul War Plow,Brabant de guerre gruul,Artefact,"Les créatures que vous contrôlez ont le piétinement.
{1}{R}{G} : La Brabant de guerre gruul devient une créature-artefact 4/4 Djaggernaut jusqu’à la fin du tour."
Poisonbelly Ogre,Ogre hypogastroxique,Créature : ogre et guerrier,"À chaque fois qu’une autre créature arrive en jeu, son contrôleur perd 1 point de vie."
Demonfire,Feu démoniaque,Rituel,"Le Feu démoniaque inflige X blessures à une cible, créature ou joueur. Si une créature ayant subi des blessures de cette manière devait être mise dans un cimetière ce tour, retirez-la de la partie à la place.
#Acharnement# —  Si vous n’avez pas de carte en main, le Feu démoniaque ne peut pas être contrecarré par des sorts ou des capacités et les blessures ne peuvent pas être prévenues."
Freewind Equenaut,Équénaute librevent,Créature : humain et archer,"Vol
Tant que l’Équénaute librevent est enchantée, elle a « {T} : L’Équénaute librevent inflige 2 blessures à la créature attaquante ou bloqueuse ciblée. »"
Psychic Possession,Possession psychique,Enchantement : aura,"Enchanter : adversaire
Sautez votre étape de pioche.
À chaque fois que l’adversaire enchanté pioche une carte, vous pouvez piocher une carte."
Cackling Flames,Flammes caquetantes,Éphémère,"Les Flammes caquetantes infligent 3 blessures à une cible, créature ou joueur.
#Acharnement# — Les Flammes caquetantes infligent 5 blessures à cette créature ou à ce joueur à la place, si vous n’avez pas de carte en main."
Trial/Error,Épreuve,Éphémère,"Renvoyez toutes les créatures bloquantes ou bloquées par la créature ciblée dans la main de leur propriétaire.
//
Erreur
{U}{B}
Éphémère
Contrecarrez le sort multicolore ciblé."
Mistral Charger,Batailleur de mistral,Créature : pégase,Vol
Sporeback Troll,Troll sporéchine,Créature : troll et mutant,"Greffe 2 #(Cette créature arrive en jeu avec deux marqueurs +1/+1 sur elle. À chaque fois qu’une autre créature arrive en jeu, vous pouvez déplacer un marqueur +1/+1 de cette créature sur elle.)#
{1}{G} : Régénérez la créature ciblée avec un marqueur +1/+1 sur elle."
Flash Foliage,Feuillage immédiat,Éphémère,"Mettez en jeu un jeton de créature 1/1 verte Saprobionte bloquant la créature ciblée qui vous attaque.
Piochez une carte."
Court Hussar,Hussard de la cour,Créature : vedalken et chevalier,"Vigilance
Quand le Hussard de la cour arrive en jeu, regardez les trois cartes du dessus de votre bibliothèque, puis mettez l’une d’entre elles dans votre main et le reste au-dessous de votre bibliothèque, dans n’importe quel ordre.
Quand le Hussard de la cour arrive en jeu, sacrifiez-le à moins que {W} ait été dépensé pour le jouer."
Haazda Shield Mate,Compagnon de bouclier d'Haazda,Créature : humain et soldat,"Au début de votre entretien, sacrifiez le Compagnon de bouclier d’Haazda à moins que vous ne payiez {W}{W}.
{W} : La prochaine fois qu’une source de votre choix devrait vous blesser ce tour-ci, prévenez ces blessures."
Ratcatcher,Chasseur de rats,Créature : ogre et gredin,"Peur
Au début de votre entretien, vous pouvez chercher dans votre bibliothèque une carte de rat, la révéler et la mettre dans votre main. Si vous faites ainsi, mélangez votre bibliothèque."
Safe Haven,Havre de paix,Terrain,"{2}, {T} : Retirez de la partie une créature ciblée que vous contrôlez.
Au début de votre entretien, vous pouvez sacrifier le Havre de paix. Si vous faites ainsi, renvoyez en jeu chaque carte retirée de la partie par le Havre de paix sous le contrôle de son propriétaire."
Utvara Scalper,Scalpeur d'Utvara,Créature : gobelin et éclaireur,"Vol
Le Scalpeur d’Utvara attaque à chaque tour si possible."
Biomantic Mastery,Maîtrise biomantique,Rituel,"#({GU} peut être payé au choix avec {G} ou {U}.)#
Piochez une carte pour chaque créature que le joueur ciblé contrôle, puis piochez une carte pour chaque créature qu’un autre joueur ciblé contrôle."
Evil Eye of Orms-by-Gore,Œil maléfique d'Orms-par-Gore,Créature : œil,"Les créatures non-œil que vous contrôlez ne peuvent pas attaquer.
L’Œil maléfique d’Orms-par-Gore ne peut pas être bloqué, excepté par des murs."
Pillar of the Paruns,Pilier des Paruns,Terrain,{T} : Ajoutez un mana de la couleur de votre choix à votre réserve. Ne dépensez ce mana que pour jouer un sort multicolore.
Goblin Snowman,Bonhomme de neige gobelin,Créature : gobelin,"À chaque fois que le Bonhomme de neige gobelin bloque, prévenez toutes les blessures de combat qui devraient être infligées, ce tour-ci, à et par lui.
{T} : Le Bonhomme de neige gobelin inflige 1 blessure à la créature ciblée qu’il bloque."
Spell Snare,Collet à sorts,Éphémère,Contrecarrez le sort ciblé dont le coût converti de mana est de 2.
Hunting Moa,Moa chasseur,Créature : oiseau,"Écho {2}{G} #(Au début de votre entretien, si ce permanent est passé sous votre contrôle depuis le début de votre dernier entretien, sacrifiez-le à moins que vous ne payiez son coût d’écho.)#
À chaque fois que le Moa chasseur arrive en jeu ou qu’il est mis dans un cimetière depuis le jeu, mettez un marqueur +1/+1 sur la créature ciblée."
Icatian Javelineers,Javeliniers icatians,Créature : humain et soldat,"Les Javeliniers icatians arrive en jeu avec, sur eux, un marqueur « javelot ».
{T}, retirez un marqueur « javelot » des Javeliniers icatians : Les Javeliniers icatians infligent 1 blessure à une cible, créature ou joueur."
Swift Silence,Rapide silence,Éphémère,Contrecarrez tous les autres sorts. Piochez une carte pour chaque sort contrecarré de cette manière.
Crime/Punishment,Crime,Rituel,"Mettez en jeu sous votre contrôle la carte de créature ou d’enchantement ciblée du cimetière d’un adversaire.
//
Supplice
{X}{B}{G}
Rituel
Détruisez chaque artefact, chaque créature et chaque enchantement ayant un coût converti de mana de X."
Plaxmanta,Raie manta de plax,Créature : bête,"Vous pouvez jouer la Raie manta de plax à tout moment où vous pourriez jouer un éphémère.
Quand la Raie manta de plax arrive en jeu, les créatures que vous contrôlez ne peuvent pas être la cible de sorts ou de capacités ce tour-ci.
Quand la Raie manta de plax arrive en jeu, sacrifiez-la à moins que {G} ait été dépensé pour la jouer."
Dauthi Slayer,Tueur dauthi,Créature : dauthi et soldat,"Distorsion #(Cette créature ne peut bloquer ou être bloquée que par des créatures avec la distorsion.)#
Le Tueur dauthi attaque à chaque tour si possible."
Flying Men,Hommes volants,Créature : humain,Vol
Vigean Hydropon,Hydroponée vigéenne,Créature : plante et mutant,"Greffe 5 #(Cette créature arrive en jeu avec cinq marqueurs +1/+1 sur elle. À chaque fois qu’une autre créature arrive en jeu, vous pouvez déplacer un marqueur +1/+1 de cette créature sur elle.)#
L’Hydroponée vigéenne ne peut ni attaquer ni bloquer."
Ghost Ship,Navire fantôme,Créature : esprit,"Vol
{U}{U}{U} : Régénérez le Navire fantôme."
Hail Storm,Orage de grêle,Éphémère,L’Orage de grêle inflige 2 blessures à chaque créature attaquante et 1 blessure à vous et à chaque créature que vous contrôlez.
Browbeat,Rudoiement,Rituel,"N’importe quel joueur peut faire que le Rudoiement lui inflige 5 blessures. Si personne ne le fait, le joueur ciblé pioche trois cartes."
Stormscale Anarch,Séditieux oragécailles,Créature : viashino et shamane,"{2}{R}, défaussez-vous d’une carte au hasard : Le Séditieux oragécailles inflige 2 blessures à une cible, créature ou joueur. Si la carte défaussée était multicolore, le Séditieux oragécailles inflige 4 blessures à cette créature ou ce joueur à la place."
Stalking Vengeance,Vengeance en chasse,Créature : avatar,"Célérité
À chaque fois qu’une autre créature que vous contrôlez est mise dans un cimetière depuis le jeu, elle inflige au joueur ciblé un nombre de blessures égal à sa force."
Disenchant,Désenchantement,Éphémère,Détruisez l’enchantement ciblé ou l’artefact ciblé.
Squealing Devil,Diable glapissant,Créature : diable,"Peur
Quand le Diable glapissant arrive en jeu, vous pouvez payer {X}. Si vous faites ainsi, la créature ciblée gagne +X/+0 jusqu’à la fin du tour.
Quand le Diable glapissant arrive en jeu, sacrifiez-le à moins que {B} ait été dépensé pour le jouer."
Bond of Agony,Lien d'angoisse,Rituel,"En tant que coût supplémentaire pour jouer le Lien d’angoisse, payez X points de vie.
Chaque autre joueur perd X points de vie."
Blessing of the Nephilim,Bénédiction des nephilims,Enchantement : aura,"Enchanter : créature
La créature enchantée gagne +1/+1 pour chacune de ses couleurs."
Infernal Tutor,Précepteur infernal,Rituel,"Révélez une carte de votre main. Cherchez dans votre bibliothèque une carte du même nom que cette carte, révélez-la, et mettez-la dans votre main. Mélangez ensuite votre bibliothèque.
#Acharnement# — Si vous n’avez pas de carte en main, à la place, cherchez dans votre bibliothèque une carte, mettez-la dans votre main et mélangez ensuite votre bibliothèque."
Carom,Carambolage,Éphémère,"La prochaine 1 blessure qui devait être infligée ce tour-ci à une créature ciblée est infligée à une autre créature ciblée à la place.
Piochez une carte."
Cytospawn Shambler,Escogriffe cytoïde,Créature : élémental et mutant,"Greffe 6 #(Cette créature arrive en jeu avec six marqueurs +1/+1 sur elle. À chaque fois qu’une autre créature arrive en jeu, vous pouvez déplacer un marqueur +1/+1 de cette créature sur elle.)#
{G} : La créature ciblée avec un marqueur +1/+1 sur elle acquiert le piétinement jusqu’à la fin du tour."
Silkwing Scout,Éclaireuse à ailes de soie,Créature : peuple fée et éclaireur,"Vol
{G}, sacrifiez l’Éclaireuse à ailes de soie : Cherchez dans votre bibliothèque une carte de terrain de base et mettez cette carte en jeu engagée. Mélangez ensuite votre bibliothèque."
Hide/Seek,Cacher,Éphémère,"Mettez l’artefact ou l’enchantement ciblé au-dessous de la bibliothèque de son propriétaire.
//
Chercher
{W}{B}
Éphémère
Cherchez une carte dans la bibliothèque de l’adversaire ciblé et retirez cette carte de la partie. Vous gagnez autant de points de vie que son coût converti de mana. Ce joueur mélange ensuite sa bibliothèque."
Celestial Ancient,Aïeule céleste,Créature : élémental,"Vol
À chaque fois que vous jouez un sort d’enchantement, mettez un marqueur +1/+1 sur chaque créature que vous contrôlez."
Might of the Nephilim,Puissance du nephilim,Éphémère,La créature ciblée gagne +2/+2 jusqu’à la fin du tour pour chacune de ses couleurs.
Vigean Graftmage,Greffemage vigéen,Créature : vedalken et sorcier et mutant,"Greffe 2 #(Cette créature arrive en jeu avec deux marqueurs +1/+1 sur elle. À chaque fois qu’une autre créature arrive en jeu, vous pouvez déplacer un marqueur +1/+1 de cette créature sur elle.)#
{1}{U} : Dégagez la créature ciblée avec un marqueur +1/+1 sur elle."
Dread Slag,Résidu d'effroi,Créature : horreur,"Piétinement
Le Résidu d’effroi gagne -4/-4 pour chaque carte dans votre main."
Skullmead Cauldron,Chaudron de crânomel,Artefact,"{T} : Vous gagnez 1 point de vie.
{T}, défaussez-vous d’une carte : Vous gagnez 3 points de vie."
Bronze Bombshell,Jolie bombe de bronze,Créature-artefact : construction,"Quand un joueur autre que son propriétaire contrôle la Jolie bombe de bronze, ce joueur la sacrifie. Si ce joueur le fait, la Jolie bombe de bronze lui inflige 7 blessures."
Ocular Halo,Halo oculaire,Enchantement : aura,"Enchanter : créature
La créature enchantée a « {T} : Piochez une carte. »
{W} : La créature enchantée acquiert la vigilance jusqu’à la fin du tour."
Grand Arbiter Augustin IV,Grand Arbitre Augustin IV,Créature légendaire : humain et conseiller,"Les sorts blancs que vous jouez coûtent {1} de moins à jouer.
Les sorts bleus que vous jouez coûtent {1} de moins à jouer.
Les sorts que vos adversaires jouent coûtent {1} de plus à jouer."
Crypt Champion,Champion de la crypte,Créature : zombie,"Double initiative
Quand le Champion de la crypte arrive en jeu, chaque joueur met en jeu une carte de créature de son cimetière ayant un coût converti de mana de 3 ou moins.
Quand le Champion de la crypte arrive en jeu, sacrifiez-le à moins que {R} ait été dépensé pour le jouer."
Flame-Kin War Scout,Éclaireur de guerre sangpyre,Créature : élémental et éclaireur,"Quand une autre créature arrive en jeu, sacrifiez l’Éclaireur de guerre sangpyre. Si vous faites ainsi, l’Éclaireur de guerre sangpyre inflige 4 blessures à cette créature."
Psychotic Fury,Fureur psychotique,Éphémère,"La créature multicolore ciblée acquiert la double initiative jusqu’à la fin du tour.
Piochez une carte."
Brain Pry,Indiscrétion cérébrale,Rituel,"Nommez une carte non-terrain. Le joueur ciblé révèle sa main. Il se défausse d’une carte de ce nom. S’il ne peut pas le faire, vous piochez une carte."
Proclamation of Rebirth,Proclamation de renouveau,Rituel,"Renvoyez en jeu depuis votre cimetière jusqu’à trois cartes de créature ciblées dont le coût converti de mana est de 1 ou moins.
Prévision  —  {5}{W}, révélez la Proclamation de renouveau depuis votre main : Renvoyez en jeu depuis votre cimetière la carte de créature ciblée dont le coût converti de mana est de 1 ou moins. #(Ne jouez cette capacité que pendant votre entretien et qu’une seule fois par tour.)#"
Enemy of the Guildpact,Ennemi du Pacte des Guildes,Créature : esprit,Protection contre le multicolore
Cytoshape,Cytoforme,Éphémère,Choisissez une créature non-légendaire en jeu. La créature ciblée devient une copie de cette créature jusqu’à la fin du tour.
Simic Basilisk,Basilic simic,Créature : basilic et mutant,"Greffe 3 #(Cette créature arrive en jeu avec trois marqueurs +1/+1 sur elle. À chaque fois qu’une autre créature arrive en jeu, vous pouvez déplacer un marqueur +1/+1 de cette créature sur elle.)#
{1}{G} : Jusqu’à la fin du tour, la créature ciblée avec un marqueur +1/+1 sur elle acquiert « À chaque fois que cette créature inflige des blessures de combat à une créature, détruisez cette créature à la fin du combat. »"
Cytoplast Manipulator,Manipulatrice de cytoplaste,Créature : humain et sorcier et mutant,"Greffe 2 #(Cette créature arrive en jeu avec deux marqueurs +1/+1 sur elle. À chaque fois qu’une autre créature arrive en jeu, vous pouvez déplacer un marqueur +1/+1 de cette créature sur elle.)#
{U}, {T} : Acquérez le contrôle de la créature ciblée avec un marqueur +1/+1 sur elle tant que la Manipulatrice de cytoplaste reste en jeu."
Rain of Gore,Pluie d'entrailles,Enchantement,"Si un sort ou une capacité devait amener son contrôleur à gagner des points de vie, ce joueur perd autant de points de vie à la place."
Transguild Courier,Messager transguilde,Créature-artefact : golem,Le Messager transguilde est de toutes les couleurs #(même si cette carte n’est pas en jeu)#.
"Lyzolda, the Blood Witch","Lyzolda, la Sorcière sanguinaire",Créature légendaire : humain et clerc,"{2}, sacrifiez une créature : Lyzolda, la Sorcière sanguinaire, inflige 2 blessures à une cible, créature ou joueur, si la créature sacrifiée était rouge. Piochez une carte si la créature sacrifiée était noire."
Elemental Resonance,Résonance élémentaire,Enchantement : aura,"Enchanter : permanent
Au début de votre première phase principale, ajoutez une quantité de mana égale au coût de mana du permanent enchanté à votre réserve. #(Les coûts de mana incluent les couleurs.  Si un symbole de mana a plusieurs couleurs, choisissez-en une.)#"
Street Savvy,Sens des rues,Enchantement : aura,"Enchanter : créature
La créature enchantée gagne +0/+2 et peut bloquer des créatures avec des capacités de traversée de terrain comme si elles n’avaient pas ces capacités."
