Flying Men,TSB,サフィヤーが手を叩くと、二十人の戦いに長けた空飛ぶ男達が彼女の傍らに並んだ。
Vigean Hydropon,DIS,実は魔法、根は科学。
Ghost Ship,TSB,"嵐を裂いてかの幻影のへさきが現れるとともに、稲妻が下界の戦場に長い影を落とした。
――ミレイユ・ゲイティン「ヴァレリアド」"
Hail Storm,TSB,"雹をどうすることもできないのなら、家にいるのがよいでしょう。
――飛空隊長、アーナ・ケネルッド"
Browbeat,TSB,"力は脅しだけでも力になるわね。
――熟達の戦士ジェスカ"
Stalking Vengeance,DIS,何かが殺しの現場をうろつき、殺害者の罪の臭いを嗅ぎ、鉄の足でその後ろに忍び寄る。
Bond of Agony,DIS,ラクドスは、犠牲者の傍らで苦痛を「味わいながら」操作を行える独自の拷問具の設計を行っている。
Blessing of the Nephilim,DIS,石が初めて地に置かれるよりも前、エルフの子が初めて生まれるよりも前、ネフィリムの力は集まっていった。 その力を我が手より解き放ってくれよう。
Carom,DIS,敵の強さは己の強さ。
Celestial Ancient,DIS,"雲が夜空を動いたと思ったんだ。 そしたら、動いたのは夜空で、地平線が翼を生やしたのさ。
――ジョスリ"
Might of the Nephilim,DIS,"ブリキ通りに人を走らせてくれ。向こうに伝えて欲しいんだ。積荷が … … その … … 持ってかれたって。
――隊商の後衛、ボンモッド"
Dread Slag,DIS,リックス・マーディから搾り出され、あるいは都市から染み出した千もの恐怖症が一つになったもの。
Skullmead Cauldron,DIS,一度味わえば、頭蓋骨酒の風味はいつまでも喉に残り、禁じられた喜びに参加した者に見えざる罪の焼印を押す。
Bronze Bombshell,DIS,"ピカピカじゃねえか！  鎖ちぎって持ってこうぜ。
――グルールの襲撃者ウクルの最期の言葉"
Ocular Halo,DIS,夢見ているときでも、兵の目は見張り続けている。
Grand Arbiter Augustin IV,DIS,大判事は正義の道筋であり、その意思は規律正しく、正義を為すのに何の自我も後悔も無い。
Flame-Kin War Scout,DIS,"前線の炎の血族が弾けてるぞ。 お出ましだ！
――ボロスの信号手、スヴァー"
Psychotic Fury,DIS,"我がしもべよ、怒り狂え。 我らの古き力は血を以って再び満たされる。
――ラクドス"
Brain Pry,DIS,ラクドスにとっては、脅すこと自体が楽しみだ。 戦利品はたいてい捨て置かれる。
Enemy of the Guildpact,DIS,ギルドはしばしば、見すぎたり知りすぎたりした者たちを皆殺しにする。 一部の執念深い魂は、死後に持っている知識を使って、彼らに力を与えたギルドの下劣な取り引きをぶち壊しにするのだ。
Cytoshape,DIS,"この特別に繁殖した細胞質体は、肉体の再形成には極めて効果的であるが、被験体に悪臭を放つオムニビアンの粘液を残す。
――シミックの研究メモ"
Rain of Gore,DIS,"中に入ってろ。敷居の染み出しから離れるんだ。 こんなのは悪魔の仕業だ。ろくでもないことにしかなりっこねえ。
――“タイタンの樽”酒場の主人、ベルコ"
Transguild Courier,DIS,正面切って会うことを望まない十のギルドの長は、賄賂や脅しの効かない仲介者を使って公的業務を行うことを好む。
"Lyzolda, the Blood Witch",DIS,生け贄の儀式は、次に選ばれることを争いあう、狂気に満ちた崇拝者たちの前で執り行われる。
Street Savvy,DIS,私の脇に気づかれずに忍び寄るつもりなら、素早い足や影の暗さ以上のものが必要だ。
Nettling Curse,DIS,"こいつらの名前は「ツツキ」と「セッツキ」だ。
――ラクドスの呪術士、チャグラッチ"
Indrik Stomphowler,DIS,"インドリクの叫び声には、足の踏み潰す力に比べれば微々たる物であるが、破壊の力がある。 その音はありふれているが、可聴範囲外の振動が魔法の仕組みを粉々にするのだ。
――シミックの研究メモ"
Experiment Kraj,DIS,"当然、手に負えないところまで成長するだろう――これは自身の進化を自身で選ぶよう設計されているのだ。
――モミール・ヴィグ"
Ogre Gatecrasher,DIS,オーガの間で人気のあるゲームは、ねじ切れるまでに頭が何回転するかを競うものだ。
Thrive,DIS,シミックが生み出したものの中で最も成功したのは細胞質胞だ。それは宿主の遺伝の律動を糧とし、代わりに宿主を強化してくれる。
Vision Skeins,DIS,相手の魔道士の目を見つめたら、向こうもそれと気がついた。 あとはどちらが先に知識を搾り出すかの競争さ。
Tidespout Tyrant,DIS,彼は自分のイメージに合わせて世界を変質させる。
Nightcreep,DIS,"幻覚だって言ってくれよ。 ここにいるぐらいなら狂ったほうがましだ。
――ウォジェクの調査官、ゴレフ・ハザック"
Azorius Ploy,DIS,アゾリウスの軍事戦略は、彼らの法の適用の仕方と同じで、遅らせ、無力化することに重きを置いている。
Valor Made Real,DIS,父の教えだ。「一撃に対して盾を上げることは訓練でできるが、その盾の隙間を埋めるのは勇気だ。」
Delirium Skeins,DIS,突然、心に急激な炎が燃えた。 二人に見えるのは狂気の煤けた霧のみ、聞こえるのは最後の思考がはぜて燃え尽きる音のみだった。
Avatar of Discord,DIS,これがラクドスの力だ。そいつの影すらも勝手に残酷な行いに出る。
Soulsworn Jury,DIS,生きていたときと同様、彼らは死してからも大判事を逆の意見から守っている。
Simic Initiate,DIS,シミックの信徒の訓練は、実験体となることから始まる。 失敗作は下水に流される。
Kindle the Carnage,DIS,頭を叩くんだ、坊主。ぼろ娘が歌うまで続けるんだ！
Unliving Psychopath,DIS,"被害者には「クトザックの串刺し魔」の印が残されている … … だが、やつは何年も前に処刑されているんだぞ！
――ウォジェクの調査官、ゴレフ・ハザック"
Proper Burial,DIS,礼式を尽くされた死者は、墓所での平安を得るとともに、幽霊街から呼ばれることもない。
Haazda Exonerator,DIS,この力はあなたの魂の神聖さを脅かしているわ。 それを外すのは、私たちどっちにとっても楽なものじゃないの。 準備ができたら、始めるわね。
Vesper Ghoul,DIS,"自然の例外を見ると、すべてを信じるべからずということが思い出される。 黒ずんだ石の上に咲く蘭の花のように、マナの恵みも時としてアンデッドの中から生まれるものだ。
――原初教団のドルイド僧、バグラット"
War's Toll,DIS,戦争を司る大天使ラジアが求めるのは、全力の参加である。
Kill-Suit Cultist,DIS,イチコロの身なり。
Condemn,DIS,"判事どもなら、全部の書類に署名して、それから判決といくんだろう。 だが、俺が裁きを下すのは今だ！
――ボロスのギルド魔道士、アラヴネク"
Ghost Quarter,DIS,失われし魂が再誕を叫ぶ場所。
Stomp and Howl,DIS,"ミジウムは耐火性はあるが、明らかに … … 他の物で形を変えられるようだ。
――インドリク使いのイヴォス・コバ"
Nihilistic Glee,DIS,すべては破滅に帰す――愛は憎悪へ、生は死へ、光は虚空の闇へと化すのだ。
Gnat Alley Creeper,DIS,羽虫小路は、その矮小な名にもかかわらず、ラヴニカで最も長い通りだ。 それはより広い安全な街路の中をねじれながら何マイルも続き、その様はさながら寄生虫のようだ。
Stoic Ephemera,DIS,生も素早く過ぎ、死もまたしかり。 永遠のなのは誓いだけだ。
Seal of Fire,DIS,"息をするものは燃える。
――ラクドスの紅蓮術師の教義"
Seal of Doom,DIS,"バジリスクの視線は効果的だが、残った死体を捨てるのが面倒だ。 犠牲者を完全に消し去ることは全然別な話だ。
――ザデック"
Brace for Impact,DIS,肉体は呪文によって強化でき、敵の槌によってさらに強靭に鍛えられる。
Gobhobbler Rats,DIS,リゾルダのペットの鼠たちは、平均的市民よりも良い物を食べている。 事実、やつらを見かけるのは平均的市民を食べている場面だ。
Rakdos Augermage,DIS,すばらしい精神は血の流し方も似ている。
Weight of Spires,DIS,"アゾリウスの裁判所にもやっとまともな使い道ができたな。
――グルールのギルド魔道士、ガット・ラック"
Leafdrake Roost,DIS,"最高の実験体とは、自らの成功を複製してくれるもののことを言うんだ。
――シミックの生技師、ヨロフ"
Wit's End,DIS,"世の中には、その光景があまりに強烈であるために、一目見ただけで心に焼き付いてしまうものがある。 さあ、共に無を見てみようではないか。
――ザデック"
Simic Ragworm,DIS,"ぼろ布蟲は、土着種の血液を注入することで大きさを、暴獣の細胞を組み込むことで素早さを獲得しており、地下世界の鼠や浮浪者を一掃するには完璧な代物だ。
――シミックの生技師、ヨロフ"
Loaming Shaman,DIS,彼の仕事が定めるのは、誰を記憶に残すのかと、誰をミミズの餌にするかだ。
Ragamuffyn,DIS,縫い目を切って、彼女に鍋の中身をひとすすりさせてやる。 それから縫い直せば、また混ぜ続けてくれる。
Azorius Herald,DIS,"まるで平和のあるべき姿だ――穏やかで、止められぬ。
――アウグスティン四世"
Guardian of the Guildpact,DIS,ギルドパクトの魔法は、しもべとして働く精霊に庇護を与えている。 彼らは死後に新しい使命、すなわちギルドパクトが間違っていると思う人物からそれを守る役割を与えられる。
Taste for Mayhem,DIS,血の味は、ラクドスの中にわずかに残った自己抑制を破壊してしまう。
Protean Hulk,DIS,"肉と、それから卵だ。 食うぞ！
――腹音鳴らし"
Demon's Jester,DIS,相手が受けようが受けまいが殺すまでだ。
Fencer's Magemark,GPT,"最も重要なのは一撃目だ。 それがあれば、大抵二撃目は不要になる。
――アグルス・コス"
Leyline of the Void,GPT,不実と忘却の集まるところ。
Gruul Nodorog,GPT,"ノドログを撫でる。
――グルールの言い回しで
「とんでもない間違いを犯す」。"
Infiltrator's Magemark,GPT,"人目を盗むことは力だ。 見えぬ者に刃向かうことのできる者はおらぬ。
――ザデック"
Leyline of Lightning,GPT,嵐と呪文の集まるところ。
Drowned Rusalka,GPT,彼女は流れの下に潜み、誰かが水を飲みにくるまで渇いたままだ。
Guardian's Magemark,GPT,その兵は流れるような動きを見せた。彼の意識は五感を遥かに超えていた。
Plagued Rusalka,GPT,"彼女を見るがいい。かつては満ち溢れるほど無垢だった。 死はこんなにも絞りつくしてしまうのだ … … 不足分をね。
――サヴラ"
Starved Rusalka,GPT,"衰弱するほど悲しい運命はありません。 あなたが殺されたなら、あなたの霊が殺人者の復讐に立つでしょう。 しかし、時に殺された者は、何のために立てばいいのでしょう？
――旅の語り部、イルロモフ"
Wreak Havoc,GPT,"叩き潰せ！
――腹音鳴らし"
Primeval Light,GPT,"皮にて装丁され、ヤーベリーのインクで書かれた古き秘本に目をやるがよい。 そこには我々を現代の魔術の混乱から救い出す呪文が収められている。
――占い棒のシャーマン、ドラヴァシュ"
Leyline of Lifeforce,GPT,主権と肉体の集まるところ。
Martyred Rusalka,GPT,ラクドスの崇拝者は、戯れに街角の広場に彼女を吊るした。 彼女の幽霊はそこに立ち続け、やがて嘆きの樹として知られるようになった。
Leyline of Singularity,GPT,名声と孤独の集まるところ。
Scorched Rusalka,GPT,彼女が投げる小さな炎は彼女の記憶を呼び覚まし、自らが炎の中で死んだときの謎をつなぎ合わせる。
Leyline of the Meek,GPT,力と謙虚の集まるところ。
"Jolrael, Empress of Beasts",TSB,私に軍隊なぞいらぬ。 私にはジャムーラがある。
Teferi's Moat,TSB,"奴らを濠で隔てたぐらいじゃ、何の解決にもならないよ。
――ウルザからテフェリへ。"
Undertaker,TSB,死は重い。しかし、動かせないほどではない。
Basal Sliver,TSP,"面白いな … … こいつらの頑固さと自己犠牲という矛盾した性質は、私がスラルの繁殖で追い求めていることそのものだ。
――繁殖の達人、エンドレク・サール"
Shadow Sliver,TSP,このスリヴァーはラースの被覆以来世界と世界の狭間にとらえられたままで、失われたスリヴァーの女王の系列に直結する最後の一族である。
Urborg Syphon-Mage,TSP,私がなったのは美食家の類だ。 各々の魂には独自の風味がある。 正しい組み合わせを饗宴に招けるかどうかが腕の差なのだ。
Blazing Blade Askari,TSP,これがジャムーラのはずがない。 こんなにもこの地を失望させられるはずはないのだ … … 。
Sudden Death,TSP,魔道士の中には、時の裂け目の中に入り込み、他人の時の流れを変えて想像もできないような恐怖が彼らの上に襲い掛かるようにする者もいた。
Uncle Istvan,TSB,孤独が老いた隠者を狂気に追いやった。 今、彼がつきあう相手といえば、この隠者に捕えられた者のみだ。
Uthden Troll,TSB,"おぅおぅおぅ、ちょっと痛いぞ。
おぅおぅおぅ、そこらで匂うぞ。
ちょっとしゃべって、ちょっと食べれば、
ほらほら、もう痛くない。
――トロールの歌"
Havenwood Wurm,TSP,時の裂け目は、かつての穴掘りの猛獣を、現在の固く乾いた地へと導いた。 ほとんどはそこにはまって死んだが、最強のものは地表をぶち破っていった。
Wildfire Emissary,TSB,"イフリートとは、荒々しい嵐が烈火の声を得たようなものだ。
――アミーカットの大臣、クハッティーン"
Think Twice,TSP,"偉大なる書は読まれるため、そしてさらに逆からや逆さまに読まれるように作られているのだ！
――トレイリアの文書管理人、エトヴァード"
Greenseeker,TSP,蛇たちの噂や急流の囁きが、捜し求める者に語りかけます。女神フレイアリーズはスカイシュラウドに生きているのです。
Call to the Netherworld,TSP,この儀式は、通常であれば邪霊や悪魔の落とし児でなければ行えない。 力のない魔道士にとって、この術のために投げ捨てられる理性は一つしかないのだ。
Orcish Librarian,TSB,俺ら腹減った。食いもん欲しい … … … 本がたくさん … … … ふーむ … … …
Trespasser il-Vec,TSP,ラースの被覆の震央で、裏切り者の都はドミナリアとは協調しなかった。 そこに住んでいた者の多くは二つの世界の間に捕らえられた。
Flickering Spirit,TSP,それは自分が消えるとき、いつも自分が残した荒廃の地に戻らないことを願っている。
Moorish Cavalry,TSB,ムーア人の騎兵の面々は自分達の騎馬に非情にうるさく、数世代に渡る純血種の中からのみ選りすぐる。
Drudge Reavers,TSP,"この地の表面は塩で白く覆われているが、その下の土は死で赤く染まっておる――屍術には豊穣の地よ。
――屍術師リム＝ドゥール"
Two-Headed Sliver,TSP,"他の種族であれば致命的な突然変異でも、これらにとっては単なる新たな力の源に過ぎない。 興味はそそられるが、より近くで観察するのは恐ろしすぎることだ。
――ルカルメルの観察日誌"
Soltari Priest,TSB,「ラースでは、」と僧侶は言った。「よそよりも祈祷の必要性が高いのだ。」
Dream Stalker,TSP,夢が目覚め、眠れるものが記憶の彼方に消え時、いったい何が起こるのだろう？
Pandemonium,TSB,"誇りを持って生きることができないなら、誇りを持って死ぬのだ！
――葉の王、エラダムリー"
Shadow Guildmage,TSB,"生者の邪魔にならぬよう、死者は死者の国に。
――祭影師ギルドの合言葉"
Zhalfirin Commander,TSB,"指揮とは、一本のつるの上を渡りながら、他の者たちには確かな大地を進んでいるのだと思いこませる技である。
――シダー・ジャバーリー"
Undead Warchief,TSB,そいつの力は人間七人分だ。 なにせ、人間七人分でできてるんだからな。
Flamecore Elemental,TSP,炎の精霊にとって、愚鈍も炭団も同じものに過ぎない。
Suq'Ata Lancer,TSB,"ランスが貫き通るのを確かめるまで、絶対に馬を止めるな。
――テリムトー"
Premature Burial,TSP,"土は死の味をよく知っている。 それに生けるものの味を教えれば、恐るべき味方となるであろう。
――暗刻教団のドルイド僧、エズリス"
Withered Wretch,TSB,かつては清めていた死体を、 今は冒涜している。
Feebleness,TSP,魔法に少し触れるだけで、アーボーグの瘴気の衰弱の力を操ることができる。
Fiery Justice,TSB,"裁きの炎は比類無き燃え方をするものだ。
――バルデュヴィアの酋長、冷眼のロヴィサ"
Snapback,TSP,"何年か経って戻ってくるようなら、そいつとの戦い方もずっとうまくなってるだろうさ。
――トレイリアの歩哨、アンドレル"
Icatian Crier,TSP,彼女の故郷から数千年が失われた今、彼女の戦争の知らせは理由を失ったが、無意味になったわけではない。
Bogardan Rager,TSP,噴火し続けるボガーダンの中心では、激しくぶつかる火山弾と飛び回る火山の獣とを見分けるのは難しい。
Ground Rift,TSP,時の裂け目の中には、人々ではなく彼らが立つ大地を消し去るものがある。
Prodigal Sorcerer,TSB,魔道学院の研究者も、時には快楽に目覚めることがある。 それでも、彼らが雇い主に困ることはめったにない。
Tolarian Sentinel,TSP,助けようとしてるのは人々だけじゃない。 文化とか希望とか、素晴らしいものに変わるはずの物さ。
Squire,TSB,"歳の頃は二十歳そこそこと見えた。
背丈はといえば人並み。
驚くほど明け透けで、力は素晴らしかった。
――ジェフリー・チョーサー、
「カンタベリー物語」"
Tribal Flames,TSB,"火は世界共通の言語よ。
――アーティファクト使いジョイラ"
Drifter il-Dal,TSP,彼らは裏切り者だった祖先のことを学び、そこから現実の世界に戻る術を見つけることを願っている。
Darkness,TSB,"死すとあらば、暗黒を花嫁と迎えよう。
そして我が腕に抱きしめよう。
――ウィリアム・シェークスピア、「尺には尺を」"
Eron the Relentless,TSB,"エロンが死すべき定めの者なら、こうも悩み事にはならぬものを。
――サマイトの錬金術師、レイハン"
Stupor,TSB,"怠け者に付ける薬はない。
――スークアタの諺"
Skyknight Legionnaire,RAV,"堅苦しい歩調で進む兵士の軍団と、稲妻のように飛ぶロック鳥の背中で叫ぶ空騎士の声と、どっちがより誇りを与えてくれるのかはわからぬ。
――ラジア"
Stormbind,TSB,"かつて、我が一族は嵐すらも呼び寄せ命じることができた。
――バルデュヴィアの酋長、冷眼のロヴィサ"
Spined Sliver,TSB,"スリヴァーはこわい。スリヴァーはずるい。
スリヴァーに食われても、だぁれも泣いてはくれない。
――モグの童謡"
Sulfurous Blast,TSP,ケルド人は、地割れから噴き出す瘴気を本拠の守りの強化に使っている。
Claws of Gix,TSB,ギックス教団がコイロスの洞窟を掘り起こしたとき、彼らは切り取られた主人の片手を見つけた。 彼らはそれを聖堂に祭り、いつの日かその手がファイレクシアへの道を示してくれることを願った。
Careful Consideration,TSP,"情報源を調べるのに時間をかける賢者は、その勤勉さが報われるものなのですよ。
――ジョイラからテフェリーへ"
Mystic Snake,TSB,シューシューいうあいつの声があんたの耳に届く前に、あんたの肉にあいつの牙が突き刺さっているよ。
Feldon's Cane,TSB,フェルドンがロノム氷河で氷漬けになっているのを発見した杖。それがこの杖の最初の一本だった。
Bonesplitter Sliver,TSP,時間の流れがどんどん不安定になっていく中、ドミナリアのクリーチャーは必死に適応しようとしていた。 過度の抑圧は多くの行き詰まりを迎えたが、決定的な新しい形が灰の雨のように突然姿を現すこともあった。
Squall Line,TSP,ドミナリアの細切れにされた時の流れは、数世代過去の荒々しい電磁嵐とともに気候をもてあそんだ。
Thick-Skinned Goblin,TSP,シャーマンは部族の宝物の管理をする責任を負っている。その中には、怒れるペットやら、呪われた火難のランプなどが含まれている。
Harmonic Sliver,TSP,"一番新しいスリヴァーが現れてから、どんな最強の遺物を巣にもっていっても、すぐに粉々に砕かれちまうんだ。
――スカイシュラウドのレインジャー、ラナック"
Spell Burst,TSP,騒がしい魔道士の考え方。
Return to Dust,TSP,歴史の中には、ほつれ、枝分かれし、混ざり合うものがある。 それ以外はあっけなく終わるものだ。
Strangling Soot,TSP,"息の続かぬ者の刃など何の役に立つのだ？
――ガーサの大将軍、グレット"
Opaline Sliver,TSP,"打撃を受けると、その革は様々な色に変わっていく――解明したい彼らの言葉だ。
――ルカルメルの観察日誌"
Tormod's Crypt,TSB,その真っ暗な入り口は、死せる大地の冷たく湿った空気を、変わらぬ周期で吐き出しているようだった。
Ghostflame Sliver,TSP,"この種は進化の先端にいます。 それは女王との繋がりを焼き、その声に従わないようになっています。 新しい主を探しているのです。 私が見つけてあげましょう。
――フレイアリーズ"
Coalition Victory,TSB,"不完全な部品を組み合わせて、完全な機械を作ることは可能だよ。
――ウルザ"
Paradox Haze,TSP,"もやの中でも自分のペースを乱すな。未来のお前の足の上に着地しなければ、一瞬前の自分に足を引っ掛けられるぞ。
――テフェリー"
Fury Sliver,TSP,"裂け目が開き、我らの矢は突然止まった。 動くことは世界を押し返すようなものだった。 しかし、スリヴァーの爪は動き続け、セッドの胸に赤い傷が見えたかと思うと、空中に赤い血の帯が浮かんだのだ。
――ベナリアの英雄、エイドム・キャパシェン"
Mirari,TSB,"それがあんたに提供してくれるのは、あんたが欲しがっているものよ。あんたに必要なものというわけじゃないわよ。
――狂気を招く者ブレイズ"
The Rack,TSB,拷問台は若き日のミシュラが発明したもので、かつては彼の偉業の中でもっとも恐れられていた。
Firewake Sliver,TSP,"ここにもいるわ。飢えたのがね。 食べられないものは燃やしてしまうのよ。 ヤヴィマヤはもう無いわ。 今からスカイシュラウドに向かわなくちゃ。
――緑探しのエダリス"
Reiterate,TSP,"ミラーリの力の反響は今でも残っています。
――カマーライトのドルイド、ジド"
Haunting Hymn,TSP,賛歌の旋律はトーラックの頃から変わらないが、その詩は聞いた者たちに恐怖を呼び起こすように変えられている。
Empty the Warrens,TSP,"彼らは戦争のために（そして子を産む婦人達の場所を空けるために）巣穴を飛び出した。
――サーペイディア諸帝国史、 第四巻"
Craw Giant,TSB,ハーサグは目の前の軍隊を見渡し、さもおかしそうに笑った。 「ハッハッハ！  チビどもめ！  貴様らごときにオレが止められると思っているのか？」
Ancient Grudge,TSP,時の裂け目は、ヤヴィマヤに過去の敵を思い起こさせ、その火に新たな燃料を満たす。
Pendelhaven,TSB,"こは原初なる森 呟くは松に栂 … … 旧きドルイドの如く立てる。
――ヘンリー・ワズワース・ロングフェロー、
「エヴァンジェリン」"
Vhati il-Dal,TSB,"「あの、私はただ……その、考えたんですが … … 」とヴァティは説明しようとした。
「考えるな」とグレヴェンはさえぎった。 「お前には似合わないことだからな」"
Barbed Shocker,TSP,熱狂的なシャーマンは、未来の運命を垣間見ることを願い、望んでショッカーを受け入れる。
Might of Old Krosa,TSP,時には控えめな森の生き物ですら、過去からの強力な力を受けることがある。
Jasmine Boreal,TSB,邪な者の命が奪われようとも、平和は守られねばならないのです。
Dust Corona,PLC,"俺たちは敵に野営地の奥深くまで忍び込むんだ。闇に紛れて … … そして、土に紛れてな。
――ヴィーアシーノの戦士、コラス"
Chronosavant,TSP,夢の中で、私は未来の我ら自身が、未だ来たらぬ時の中で死す声を聞いた。 私はその知識を、そのような暗黒の未来を避けるために用い、平和の探求を続けている。
Primal Forcemage,TSP,自然のシャーマンたちの呼び声に萎えた森は答えず、代わりに彼らは仲間達の生命力を力とした。
Coral Trickster,TSP,やつらは暗い深みで、笑い続けながら待っている。
Scarwood Treefolk,TSP,ツリーフォークの時間感覚では、一世代は一時間のようなものだ。 彼らは最終戦争の証人とそこに立っている。その年月は彼らにとって、一瞬の極度に破壊的な不協和音のようなものだ。
